EmployeeID,TotalDays,PresentDays,AbsentDays,LateDays,AvgWorkingHours,TotalOvertimeHrs,AttendanceRate
631,261,244,17,244,9.81,197.13,93.49
632,261,233,28,232,9.18,53.71,89.27
633,261,239,22,239,6.32,0.0,91.57
634,261,234,27,232,6.01,0.0,89.66
635,261,236,25,236,8.39,1.5,90.42
636,261,230,31,230,7.38,0.0,88.12
637,261,244,17,244,7.67,0.0,93.49
638,261,240,21,237,8.59,3.53,91.95
639,261,236,25,236,7.27,0.0,90.42
640,261,240,21,239,7.37,0.0,91.95
641,261,238,23,237,6.59,0.0,91.19
642,261,229,32,226,6.7,0.0,87.74
643,261,243,18,243,6.09,0.0,93.1
644,261,242,19,240,6.09,0.0,92.72
645,261,231,30,231,7.98,0.0,88.51
646,261,245,16,244,8.8,11.94,93.87
647,261,241,20,238,6.18,0.0,92.34
648,261,238,23,236,6.92,0.0,91.19
649,261,238,23,237,5.98,0.0,91.19
650,261,233,28,233,7.02,0.0,89.27
651,261,234,27,234,11.03,475.24,89.66
652,261,233,28,233,10.78,415.62,89.27
653,261,227,34,226,7.49,0.0,86.97
654,261,244,17,244,9.2,60.91,93.49
655,261,245,16,245,8.69,5.47,93.87
656,261,231,30,231,9.88,203.09,88.51
657,261,240,21,238,9.62,150.32,91.95
658,261,241,20,240,7.59,0.0,92.34
659,261,238,23,237,6.9,0.0,91.19
660,261,240,21,239,8.92,18.77,91.95
661,261,246,15,245,10.99,488.6,94.25
662,261,234,27,232,6.59,0.0,89.66
663,261,240,21,238,6.8,0.0,91.95
664,261,230,31,230,10.37,316.11,88.12
665,261,235,26,235,7.81,0.0,90.04
666,261,235,26,234,7.5,0.0,90.04
667,261,246,15,244,10.48,364.59,94.25
668,261,234,27,232,9.42,102.48,89.66
669,261,231,30,231,6.41,0.0,88.51
670,261,247,14,247,10.61,397.25,94.64
671,261,237,24,237,5.98,0.0,90.8
672,261,232,29,231,9.71,164.72,88.89
673,261,229,32,227,6.99,0.0,87.74
674,261,244,17,244,9.51,126.55,93.49
675,261,234,27,232,8.41,0.58,89.66
676,261,233,28,232,6.8,0.0,89.27
677,261,232,29,230,7.98,0.0,88.89
678,261,227,34,225,6.81,0.0,86.97
679,261,241,20,240,6.02,0.0,92.34
680,261,244,17,243,8.39,0.55,93.49
681,261,228,33,228,6.04,0.0,87.36
682,261,238,23,237,6.49,0.0,91.19
683,261,242,19,241,7.72,0.0,92.72
684,261,237,24,237,6.23,0.0,90.8
685,261,240,21,240,6.72,0.0,91.95
686,261,236,25,236,7.71,0.0,90.42
687,261,237,24,237,8.01,0.0,90.8
688,261,233,28,233,10.4,327.3,89.27
689,261,239,22,239,9.8,191.54,91.57
690,261,238,23,237,9.97,231.93,91.19
691,261,244,17,243,10.41,343.19,93.49
692,261,244,17,243,6.01,0.0,93.49
693,261,230,31,230,10.1,252.71,88.12
694,261,232,29,231,7.83,0.0,88.89
695,261,235,26,235,9.08,36.77,90.04
696,261,229,32,229,5.98,0.0,87.74
697,261,239,22,236,9.68,163.76,91.57
698,261,228,33,227,6.6,0.0,87.36
699,261,232,29,229,8.0,0.0,88.89
700,261,240,21,238,7.31,0.0,91.95
701,261,239,22,239,7.38,0.0,91.57
702,261,244,17,243,5.98,0.0,93.49
703,261,235,26,234,7.67,0.0,90.04
704,261,234,27,234,9.5,118.49,89.66
705,261,238,23,238,9.52,127.03,91.19
706,261,237,24,236,6.59,0.0,90.8
707,261,229,32,227,7.25,0.0,87.74
708,261,227,34,226,6.31,0.0,86.97
709,261,229,32,228,8.51,0.9,87.74
710,261,228,33,227,6.11,0.0,87.36
711,261,234,27,234,6.11,0.0,89.66
712,261,242,19,240,7.62,0.0,92.72
713,261,239,22,239,7.12,0.0,91.57
714,261,227,34,227,7.47,0.0,86.97
715,261,244,17,242,7.89,0.0,93.49
716,261,229,32,229,7.18,0.0,87.74
717,261,237,24,237,7.36,0.0,90.8
718,261,243,18,243,8.71,5.81,93.1
719,261,235,26,234,10.4,328.18,90.04
720,261,234,27,234,6.4,0.0,89.66
721,261,236,25,236,6.5,0.0,90.42
722,261,234,27,234,7.23,0.0,89.66
723,261,238,23,237,7.69,0.0,91.19
724,261,241,20,240,9.14,46.78,92.34
725,261,226,35,225,6.39,0.0,86.59
726,261,233,28,232,7.91,0.0,89.27
727,261,234,27,234,6.72,0.0,89.66
728,261,239,22,238,10.9,453.03,91.57
729,261,247,14,244,10.25,309.29,94.64
730,261,229,32,229,7.11,0.0,87.74
731,261,238,23,236,10.68,400.02,91.19
732,261,238,23,238,10.4,332.51,91.19
733,261,240,21,240,7.78,0.0,91.95
734,261,232,29,231,10.41,326.23,88.89
735,261,239,22,237,6.61,0.0,91.57
736,261,241,20,241,7.23,0.0,92.34
737,261,237,24,236,9.11,40.56,90.8
738,261,238,23,237,9.72,171.54,91.19
739,261,231,30,231,10.32,305.96,88.51
740,261,241,20,241,10.0,240.45,92.34
741,261,225,36,223,6.3,0.0,86.21
742,261,237,24,236,6.08,0.0,90.8
743,261,235,26,234,6.48,0.0,90.04
744,261,230,31,229,7.52,0.0,88.12
745,261,230,31,230,7.69,0.0,88.12
746,261,228,33,228,7.97,0.0,87.36
747,261,229,32,229,6.81,0.0,87.74
748,261,241,20,239,6.22,0.0,92.34
749,261,238,23,238,7.08,0.0,91.19
750,261,229,32,228,8.58,1.59,87.74
751,261,230,31,230,6.2,0.0,88.12
752,261,246,15,246,10.61,396.65,94.25
753,261,233,28,233,7.48,0.0,89.27
754,261,234,27,233,9.4,97.14,89.66
755,261,240,21,239,7.3,0.0,91.95
756,261,245,16,242,7.54,0.0,93.87
757,261,236,25,236,7.29,0.0,90.42
758,261,228,33,228,7.6,0.0,87.36
759,261,234,27,233,8.04,0.0,89.66
760,261,243,18,243,7.19,0.0,93.1
761,261,238,23,236,6.33,0.0,91.19
762,261,245,16,245,7.32,0.0,93.87
763,261,237,24,237,7.79,0.0,90.8
764,261,237,24,236,7.22,0.0,90.8
765,261,233,28,232,7.6,0.0,89.27
766,261,232,29,231,6.62,0.0,88.89
767,261,241,20,240,6.3,0.0,92.34
768,261,236,25,235,9.68,160.14,90.42
769,261,237,24,235,7.49,0.0,90.8
770,261,227,34,225,6.1,0.0,86.97
771,261,243,18,240,10.5,364.3,93.1
772,261,230,31,229,6.39,0.0,88.12
773,261,241,20,237,6.68,0.0,92.34
774,261,238,23,238,6.67,0.0,91.19
775,261,243,18,242,9.41,102.02,93.1
776,261,229,32,228,6.81,0.0,87.74
777,261,235,26,233,10.5,352.75,90.04
778,261,226,35,226,6.65,0.0,86.59
779,261,243,18,240,10.31,317.95,93.1
780,261,234,27,233,10.61,377.1,89.66
781,261,235,26,235,7.12,0.0,90.04
782,261,234,27,234,7.41,0.0,89.66
783,261,242,19,241,8.03,0.0,92.72
784,261,233,28,233,6.49,0.0,89.27
785,261,230,31,228,6.6,0.0,88.12
786,261,234,27,233,6.91,0.0,89.66
787,261,241,20,240,6.78,0.0,92.34
788,261,240,21,237,6.51,0.0,91.95
789,261,244,17,242,6.92,0.0,93.49
790,261,238,23,238,7.29,0.0,91.19
791,261,236,25,236,6.88,0.0,90.42
792,261,239,22,237,6.06,0.0,91.57
793,261,227,34,226,7.3,0.0,86.97
794,261,234,27,232,7.58,0.0,89.66
795,261,230,31,227,6.09,0.0,88.12
796,261,230,31,230,7.58,0.0,88.12
797,261,236,25,234,6.89,0.0,90.42
798,261,229,32,229,6.31,0.0,87.74
799,261,244,17,243,6.54,0.0,93.49
800,261,243,18,243,7.8,0.0,93.1
801,261,242,19,241,8.51,1.43,92.72
802,261,227,34,227,6.6,0.0,86.97
803,261,233,28,230,8.52,1.84,89.27
804,261,239,22,236,7.35,0.0,91.57
805,261,243,18,243,10.29,314.11,93.1
806,261,243,18,243,7.03,0.0,93.1
807,261,242,19,242,6.1,0.0,92.72
808,261,235,26,235,10.69,397.42,90.04
809,261,244,17,243,7.9,0.0,93.49
810,261,240,21,239,10.85,443.93,91.95
811,261,244,17,243,7.59,0.0,93.49
812,261,240,21,240,6.12,0.0,91.95
813,261,227,34,226,6.96,0.0,86.97
814,261,233,28,233,6.4,0.0,89.27
815,261,244,17,241,7.12,0.0,93.49
816,261,230,31,230,5.97,0.0,88.12
817,261,231,30,229,8.46,0.79,88.51
818,261,239,22,238,7.42,0.0,91.57
819,261,228,33,225,7.0,0.0,87.36
820,261,241,20,240,6.52,0.0,92.34
821,261,229,32,229,7.88,0.0,87.74
822,261,228,33,225,7.13,0.0,87.36
823,261,241,20,241,7.02,0.0,92.34
824,261,229,32,229,6.2,0.0,87.74
825,261,234,27,234,7.71,0.0,89.66
826,261,230,31,230,7.62,0.0,88.12
827,261,234,27,229,10.29,301.85,89.66
828,261,230,31,229,6.36,0.0,88.12
829,261,236,25,236,9.98,232.33,90.42
830,261,232,29,232,10.49,346.67,88.89
831,261,240,21,237,6.6,0.0,91.95
832,261,231,30,230,8.01,0.0,88.51
833,261,238,23,238,6.2,0.0,91.19
834,261,233,28,231,7.21,0.0,89.27
835,261,239,22,239,6.04,0.0,91.57
836,261,244,17,243,8.07,0.0,93.49
837,261,243,18,242,6.32,0.0,93.1
838,261,242,19,239,10.62,391.38,92.72
839,261,244,17,244,8.43,1.4,93.49
840,261,242,19,240,6.1,0.0,92.72
841,261,242,19,240,8.38,0.64,92.72
842,261,237,24,234,6.59,0.0,90.8
843,261,232,29,230,7.77,0.0,88.89
844,261,241,20,240,7.27,0.0,92.34
845,261,244,17,244,9.09,42.76,93.49
846,261,237,24,236,7.86,0.0,90.8
847,261,241,20,241,7.76,0.0,92.34
848,261,234,27,234,7.11,0.0,89.66
849,261,229,32,229,7.38,0.0,87.74
850,261,239,22,238,6.93,0.0,91.57
851,261,244,17,243,6.81,0.0,93.49
852,261,233,28,233,6.5,0.0,89.27
853,261,232,29,232,9.68,159.35,88.89
854,261,244,17,244,6.51,0.0,93.49
855,261,243,18,242,7.6,0.0,93.1
856,261,234,27,234,7.38,0.0,89.66
857,261,232,29,232,7.11,0.0,88.89
858,261,239,22,239,7.42,0.0,91.57
859,261,234,27,234,6.37,0.0,89.66
860,261,228,33,228,6.13,0.0,87.36
861,261,239,22,239,7.3,0.0,91.57
862,261,236,25,236,7.01,0.0,90.42
863,261,232,29,231,7.25,0.0,88.89
864,261,231,30,231,7.43,0.0,88.51
865,261,237,24,234,8.11,0.0,90.8
866,261,228,33,227,9.3,74.9,87.36
867,261,245,16,243,7.77,0.0,93.87
868,261,237,24,236,6.83,0.0,90.8
869,261,240,21,239,9.39,96.39,91.95
870,261,240,21,240,6.66,0.0,91.95
871,261,235,26,233,9.22,60.65,90.04
872,261,243,18,243,6.0,0.0,93.1
873,261,244,17,242,6.39,0.0,93.49
874,261,232,29,232,6.0,0.0,88.89
875,261,235,26,234,6.49,0.0,90.04
876,261,228,33,228,7.03,0.0,87.36
877,261,233,28,231,7.32,0.0,89.27
878,261,241,20,241,6.6,0.0,92.34
879,261,237,24,236,8.42,0.37,90.8
880,261,237,24,236,8.88,17.0,90.8
881,261,243,18,243,9.43,106.65,93.1
882,261,232,29,232,6.34,0.0,88.89
883,261,243,18,242,8.78,9.47,93.1
884,261,233,28,232,6.56,0.0,89.27
885,261,246,15,243,8.88,16.32,94.25
886,261,233,28,231,7.91,0.0,89.27
887,261,233,28,232,7.14,0.0,89.27
888,261,245,16,245,10.92,469.64,93.87
889,261,239,22,239,6.1,0.0,91.57
890,261,239,22,238,7.3,0.0,91.57
891,261,230,31,230,6.57,0.0,88.12
892,261,243,18,242,6.09,0.0,93.1
893,261,235,26,235,7.6,0.0,90.04
894,261,240,21,240,7.38,0.0,91.95
895,261,235,26,232,7.88,0.0,90.04
896,261,243,18,241,8.4,0.68,93.1
897,261,242,19,239,6.04,0.0,92.72
898,261,226,35,225,6.87,0.0,86.59
899,261,230,31,229,7.59,0.0,88.12
900,261,230,31,227,6.19,0.0,88.12
901,261,239,22,237,7.99,0.0,91.57
902,261,232,29,230,6.66,0.0,88.89
903,261,242,19,242,7.32,0.0,92.72
904,261,233,28,231,9.59,137.85,89.27
905,261,240,21,240,5.97,0.0,91.95
906,261,231,30,231,7.94,0.0,88.51
907,261,240,21,240,9.18,54.13,91.95
908,261,232,29,232,8.59,3.29,88.89
909,261,228,33,225,7.11,0.0,87.36
910,261,236,25,236,10.7,400.9,90.42
911,261,239,22,238,8.69,5.34,91.57
912,261,230,31,229,7.17,0.0,88.12
913,261,243,18,239,6.41,0.0,93.1
914,261,244,17,243,10.49,362.77,93.49
915,261,235,26,234,7.29,0.0,90.04
916,261,233,28,232,7.88,0.0,89.27
917,261,233,28,232,6.1,0.0,89.27
918,261,233,28,233,6.77,0.0,89.27
919,261,239,22,239,7.8,0.0,91.57
920,261,240,21,239,7.79,0.0,91.95
921,261,233,28,232,6.63,0.0,89.27
922,261,233,28,233,7.71,0.0,89.27
923,261,228,33,227,5.99,0.0,87.36
924,261,242,19,241,8.5,1.48,92.72
925,261,241,20,240,7.95,0.0,92.34
926,261,238,23,238,6.31,0.0,91.19
927,261,230,31,229,7.58,0.0,88.12
928,261,242,19,239,7.63,0.0,92.72
929,261,230,31,229,8.42,0.52,88.12
930,261,242,19,242,7.2,0.0,92.72
931,261,243,18,242,10.7,414.25,93.1
932,261,227,34,227,6.41,0.0,86.97
933,261,228,33,227,6.6,0.0,87.36
934,261,242,19,242,7.39,0.0,92.72
935,261,235,26,233,9.7,163.47,90.04
936,261,241,20,239,7.81,0.0,92.34
937,261,234,27,233,6.71,0.0,89.66
938,261,238,23,237,6.39,0.0,91.19
939,261,241,20,240,10.96,472.15,92.34
940,261,241,20,240,7.7,0.0,92.34
941,261,237,24,236,9.49,117.77,90.8
942,261,228,33,228,5.96,0.0,87.36
943,261,233,28,232,8.53,1.33,89.27
944,261,240,21,240,8.09,0.0,91.95
945,261,239,22,239,7.39,0.0,91.57
946,261,234,27,232,8.02,0.0,89.66
947,261,237,24,236,9.88,209.19,90.8
948,261,241,20,240,7.53,0.0,92.34
949,261,245,16,244,7.19,0.0,93.87
950,261,246,15,245,7.7,0.0,94.25
951,261,232,29,232,7.97,0.0,88.89
952,261,233,28,233,6.24,0.0,89.27
953,261,231,30,231,7.79,0.0,88.51
954,261,243,18,243,6.51,0.0,93.1
955,261,232,29,231,7.06,0.0,88.89
956,261,245,16,245,9.22,64.43,93.87
957,261,239,22,236,8.51,0.81,91.57
958,261,233,28,233,8.16,0.0,89.27
959,261,240,21,240,8.09,0.0,91.95
960,261,239,22,237,6.71,0.0,91.57
961,261,231,30,229,7.03,0.0,88.51
962,261,231,30,231,7.93,0.0,88.51
963,261,231,30,231,6.29,0.0,88.51
964,261,237,24,236,6.3,0.0,90.8
965,261,237,24,233,6.38,0.0,90.8
966,261,237,24,237,6.79,0.0,90.8
967,261,245,16,245,7.72,0.0,93.87
968,261,227,34,225,6.58,0.0,86.97
969,261,226,35,226,6.91,0.0,86.59
970,261,228,33,228,7.19,0.0,87.36
971,261,231,30,230,7.72,0.0,88.51
972,261,237,24,237,9.78,185.79,90.8
973,261,232,29,230,5.99,0.0,88.89
974,261,244,17,241,7.58,0.0,93.49
975,261,226,35,226,7.38,0.0,86.59
976,261,229,32,227,7.28,0.0,87.74
977,261,235,26,235,7.69,0.0,90.04
978,261,231,30,228,9.8,184.81,88.51
979,261,239,22,238,10.38,329.11,91.57
980,261,242,19,241,7.01,0.0,92.72
981,261,235,26,235,6.03,0.0,90.04
982,261,238,23,238,6.46,0.0,91.19
983,261,247,14,246,10.2,296.02,94.64
984,261,245,16,245,7.6,0.0,93.87
985,261,243,18,243,7.91,0.0,93.1
986,261,240,21,239,7.79,0.0,91.95
987,261,237,24,237,6.22,0.0,90.8
988,261,235,26,234,5.95,0.0,90.04
989,261,230,31,230,6.72,0.0,88.12
990,261,230,31,230,7.61,0.0,88.12
991,261,229,32,227,6.3,0.0,87.74
992,261,229,32,228,6.81,0.0,87.74
993,261,240,21,239,8.8,11.39,91.95
994,261,231,30,228,8.03,0.0,88.51
995,261,237,24,234,9.94,221.75,90.8
996,261,228,33,225,7.39,0.0,87.36
997,261,246,15,245,7.7,0.0,94.25
998,261,228,33,228,8.28,0.0,87.36
999,261,245,16,243,7.88,0.0,93.87
1000,261,242,19,239,6.19,0.0,92.72
1001,261,226,35,224,6.29,0.0,86.59
1002,261,239,22,237,6.83,0.0,91.57
1003,261,228,33,228,6.02,0.0,87.36
1004,261,235,26,235,9.02,28.37,90.04
1005,261,240,21,240,8.41,0.04,91.95
1006,261,234,27,234,6.68,0.0,89.66
1007,261,232,29,231,7.61,0.0,88.89
1008,261,232,29,231,6.71,0.0,88.89
1009,261,239,22,238,6.26,0.0,91.57
1010,261,239,22,239,8.17,0.19,91.57
1011,261,232,29,230,8.11,0.0,88.89
1012,261,234,27,234,6.09,0.0,89.66
1013,261,244,17,243,7.7,0.0,93.49
1014,261,235,26,234,7.49,0.0,90.04
1015,261,236,25,235,6.38,0.0,90.42
1016,261,243,18,242,8.88,16.01,93.1
1017,261,232,29,232,7.29,0.0,88.89
1018,261,237,24,236,6.72,0.0,90.8
1019,261,242,19,241,7.97,0.0,92.72
1020,261,245,16,242,10.02,249.71,93.87
1021,261,240,21,240,9.55,131.8,91.95
1022,261,230,31,228,9.28,71.41,88.12
1023,261,228,33,227,6.11,0.0,87.36
1024,261,229,32,227,8.59,2.43,87.74
1025,261,245,16,245,8.0,0.0,93.87
1026,261,229,32,228,7.4,0.0,87.74
1027,261,239,22,238,6.9,0.0,91.57
1028,261,243,18,240,6.69,0.0,93.1
1029,261,230,31,230,6.6,0.0,88.12
1030,261,231,30,231,6.6,0.0,88.51
1031,261,237,24,237,6.68,0.0,90.8
1032,261,244,17,243,7.8,0.0,93.49
1033,261,230,31,229,7.89,0.0,88.12
1034,261,243,18,242,6.21,0.0,93.1
1035,261,239,22,236,6.2,0.0,91.57
1036,261,226,35,226,7.42,0.0,86.59
1037,261,235,26,235,7.8,0.0,90.04
1038,261,244,17,243,10.32,322.91,93.49
1039,261,241,20,241,7.07,0.0,92.34
1040,261,230,31,230,8.69,3.21,88.12
1041,261,245,16,245,7.97,0.0,93.87
1042,261,233,28,232,6.59,0.0,89.27
1043,261,232,29,230,7.37,0.0,88.89
1044,261,243,18,243,6.6,0.0,93.1
1045,261,228,33,228,7.4,0.0,87.36
1046,261,235,26,235,10.71,401.78,90.04
1047,261,237,24,237,7.23,0.0,90.8
1048,261,229,32,227,7.08,0.0,87.74
1049,261,235,26,233,7.49,0.0,90.04
1050,261,230,31,229,7.55,0.0,88.12
1051,261,238,23,237,9.51,122.77,91.19
1052,261,239,22,237,6.12,0.0,91.57
1053,261,240,21,237,9.59,141.37,91.95
1054,261,235,26,234,7.65,0.0,90.04
1055,261,235,26,235,6.11,0.0,90.04
1056,261,243,18,243,8.7,6.69,93.1
1057,261,232,29,232,7.2,0.0,88.89
1058,261,235,26,234,10.66,389.82,90.04
1059,261,230,31,227,7.0,0.0,88.12
1060,261,242,19,242,10.21,291.86,92.72
1061,261,237,24,237,7.69,0.0,90.8
1062,261,230,31,229,7.6,0.0,88.12
1063,261,237,24,235,6.49,0.0,90.8
1064,261,226,35,226,6.1,0.0,86.59
1065,261,238,23,237,7.24,0.0,91.19
1066,261,233,28,232,7.69,0.0,89.27
1067,261,231,30,230,8.0,0.0,88.51
1068,261,241,20,240,6.59,0.0,92.34
1069,261,237,24,237,10.41,334.56,90.8
1070,261,238,23,237,7.87,0.0,91.19
1071,261,229,32,229,7.08,0.0,87.74
1072,261,235,26,233,7.98,0.0,90.04
1073,261,242,19,241,6.3,0.0,92.72
1074,261,237,24,237,6.1,0.0,90.8
1075,261,234,27,234,8.59,3.87,89.66
1076,261,230,31,230,7.88,0.0,88.12
1077,261,238,23,234,7.68,0.0,91.19
1078,261,240,21,239,6.52,0.0,91.95
1079,261,236,25,236,6.23,0.0,90.42
1080,261,227,34,227,7.03,0.0,86.97
1081,261,228,33,226,7.69,0.0,87.36
1082,261,243,18,242,10.5,365.43,93.1
1083,261,232,29,232,9.5,116.03,88.89
1084,261,236,25,234,7.48,0.0,90.42
1085,261,231,30,231,8.12,0.0,88.51
1086,261,234,27,233,7.12,0.0,89.66
1087,261,233,28,232,8.67,4.27,89.27
1088,261,243,18,241,10.47,357.33,93.1
1089,261,242,19,240,7.11,0.0,92.72
1090,261,227,34,227,6.5,0.0,86.97
1091,261,244,17,243,6.78,0.0,93.49
1092,261,238,23,236,9.3,78.14,91.19
1093,261,231,30,231,7.59,0.0,88.51
1094,261,243,18,243,7.23,0.0,93.1
1095,261,241,20,239,7.08,0.0,92.34
1096,261,235,26,233,10.19,279.14,90.04
1097,261,231,30,230,6.86,0.0,88.51
1098,261,228,33,227,7.29,0.0,87.36
1099,261,229,32,229,6.41,0.0,87.74
1100,261,232,29,232,7.38,0.0,88.89
1101,261,231,30,229,8.33,0.52,88.51
1102,261,239,22,239,9.21,60.06,91.57
1103,261,236,25,235,6.8,0.0,90.42
1104,261,228,33,228,6.07,0.0,87.36
1105,261,238,23,236,7.78,0.0,91.19
1106,261,229,32,227,6.45,0.0,87.74
1107,261,237,24,237,10.6,380.05,90.8
1108,261,230,31,229,6.81,0.0,88.12
1109,261,230,31,230,6.29,0.0,88.12
1110,261,228,33,227,7.29,0.0,87.36
1111,261,244,17,241,8.93,24.98,93.49
1112,261,245,16,244,9.43,105.92,93.87
1113,261,232,29,232,6.0,0.0,88.89
1114,261,231,30,231,7.89,0.0,88.51
1115,261,230,31,228,6.99,0.0,88.12
1116,261,246,15,245,10.81,444.77,94.25
1117,261,246,15,246,9.89,218.67,94.25
1118,261,235,26,235,10.22,286.91,90.04
1119,261,235,26,235,7.62,0.0,90.04
1120,261,235,26,234,6.28,0.0,90.04
1121,261,243,18,242,8.7,6.61,93.1
1122,261,241,20,240,6.5,0.0,92.34
1123,261,242,19,241,6.61,0.0,92.72
1124,261,232,29,232,6.67,0.0,88.89
1125,261,247,14,246,9.81,200.81,94.64
1126,261,242,19,241,7.1,0.0,92.72
1127,261,234,27,233,6.02,0.0,89.66
1128,261,237,24,237,6.8,0.0,90.8
1129,261,242,19,240,6.77,0.0,92.72
1130,261,240,21,239,7.72,0.0,91.95
1131,261,244,17,242,6.59,0.0,93.49
1132,261,237,24,237,6.92,0.0,90.8
1133,261,227,34,223,6.32,0.0,86.97
1134,261,243,18,241,7.18,0.0,93.1
1135,261,230,31,229,8.82,8.87,88.12
1136,261,243,18,241,7.89,0.0,93.1
1137,261,242,19,242,7.3,0.0,92.72
1138,261,232,29,230,10.32,305.71,88.89
1139,261,245,16,242,10.81,442.96,93.87
1140,261,230,31,229,7.9,0.0,88.12
1141,261,241,20,241,7.9,0.0,92.34
1142,261,244,17,242,7.48,0.0,93.49
1143,261,230,31,230,7.96,0.0,88.12
1144,261,235,26,235,8.19,0.0,90.04
1145,261,242,19,242,10.8,436.74,92.72
1146,261,229,32,226,6.09,0.0,87.74
1147,261,229,32,227,6.59,0.0,87.74
1148,261,238,23,236,6.1,0.0,91.19
1149,261,246,15,246,10.51,372.04,94.25
1150,261,241,20,241,6.88,0.0,92.34
1151,261,237,24,237,6.99,0.0,90.8
1152,261,241,20,240,7.81,0.0,92.34
1153,261,240,21,240,6.16,0.0,91.95
1154,261,227,34,225,6.21,0.0,86.97
1155,261,226,35,225,6.08,0.0,86.59
1156,261,233,28,232,10.19,278.23,89.27
1157,261,232,29,229,7.78,0.0,88.89
1158,261,232,29,231,6.17,0.0,88.89
1159,261,235,26,234,7.9,0.0,90.04
1160,261,230,31,229,7.18,0.0,88.12
1161,261,242,19,240,6.51,0.0,92.72
1162,261,244,17,244,9.77,187.37,93.49
1163,261,234,27,232,7.7,0.0,89.66
1164,261,242,19,242,7.23,0.0,92.72
1165,261,236,25,236,10.4,330.11,90.42
1166,261,228,33,226,6.4,0.0,87.36
1167,261,241,20,240,8.0,0.0,92.34
1168,261,241,20,240,9.1,40.98,92.34
1169,261,244,17,243,6.99,0.0,93.49
1170,261,228,33,227,6.16,0.0,87.36
1171,261,237,24,236,6.01,0.0,90.8
1172,261,233,28,233,8.02,0.0,89.27
1173,261,230,31,229,8.0,0.0,88.12
1174,261,235,26,234,7.9,0.0,90.04
1175,261,241,20,240,9.39,96.7,92.34
1176,261,243,18,243,7.97,0.0,93.1
1177,261,244,17,244,6.8,0.0,93.49
1178,261,232,29,231,10.81,418.84,88.89
1179,261,239,22,237,8.16,0.03,91.57
1180,261,244,17,243,6.31,0.0,93.49
1181,261,228,33,227,8.03,0.0,87.36
1182,261,243,18,242,7.79,0.0,93.1
1183,261,236,25,236,7.84,0.0,90.42
1184,261,231,30,231,6.59,0.0,88.51
1185,261,247,14,246,10.9,470.19,94.64
1186,261,244,17,243,7.4,0.0,93.49
1187,261,231,30,230,6.82,0.0,88.51
1188,261,235,26,233,7.8,0.0,90.04
1189,261,230,31,229,7.38,0.0,88.12
1190,261,229,32,228,7.68,0.0,87.74
1191,261,240,21,239,7.09,0.0,91.95
1192,261,235,26,234,6.73,0.0,90.04
1193,261,235,26,233,10.51,353.71,90.04
1194,261,241,20,241,6.91,0.0,92.34
1195,261,234,27,234,7.21,0.0,89.66
1196,261,234,27,233,6.28,0.0,89.66
1197,261,229,32,228,6.08,0.0,87.74
1198,261,236,25,235,6.21,0.0,90.42
1199,261,233,28,232,8.43,0.71,89.27
1200,261,235,26,235,7.48,0.0,90.04
1201,261,238,23,236,6.9,0.0,91.19
1202,261,242,19,241,9.82,197.92,92.72
1203,261,242,19,242,6.08,0.0,92.72
1204,261,242,19,242,9.62,149.8,92.72
1205,261,235,26,234,7.51,0.0,90.04
1206,261,235,26,234,7.31,0.0,90.04
1207,261,239,22,237,7.5,0.0,91.57
1208,261,240,21,236,7.69,0.0,91.95
1209,261,236,25,234,6.05,0.0,90.42
1210,261,229,32,229,9.29,71.91,87.74
1211,261,236,25,236,6.4,0.0,90.42
1212,261,229,32,228,6.46,0.0,87.74
1213,261,232,29,232,8.63,3.65,88.89
1214,261,236,25,235,6.71,0.0,90.42
1215,261,246,15,245,8.52,2.32,94.25
1216,261,237,24,236,9.48,115.64,90.8
1217,261,236,25,235,6.4,0.0,90.42
1218,261,234,27,233,7.28,0.0,89.66
1219,261,233,28,231,10.04,241.2,89.27
1220,261,241,20,239,6.39,0.0,92.34
1221,261,243,18,242,8.0,0.0,93.1
1222,261,242,19,242,7.83,0.0,92.72
1223,261,236,25,233,7.5,0.0,90.42
1224,261,235,26,235,10.72,405.3,90.04
1225,261,227,34,226,6.31,0.0,86.97
1226,261,228,33,228,7.61,0.0,87.36
1227,261,234,27,234,10.48,347.06,89.66
1228,261,231,30,231,7.97,0.0,88.51
1229,261,234,27,234,10.7,396.86,89.66
1230,261,235,26,234,10.0,235.69,90.04
1231,261,237,24,237,8.02,0.0,90.8
1232,261,240,21,239,9.69,164.5,91.95
1233,261,243,18,243,6.91,0.0,93.1
1234,261,229,32,229,6.48,0.0,87.74
1235,261,238,23,237,6.09,0.0,91.19
1236,261,229,32,228,6.0,0.0,87.74
1237,261,232,29,231,7.82,0.0,88.89
1238,261,228,33,228,7.48,0.0,87.36
1239,261,231,30,231,9.5,116.38,88.51
1240,261,242,19,240,6.89,0.0,92.72
1241,261,241,20,240,7.1,0.0,92.34
1242,261,230,31,230,8.01,0.0,88.12
1243,261,241,20,241,6.53,0.0,92.34
1244,261,241,20,240,8.53,1.7,92.34
1245,261,243,18,243,6.12,0.0,93.1
1246,261,232,29,231,6.52,0.0,88.89
1247,261,244,17,244,9.68,165.09,93.49
1248,261,234,27,232,6.49,0.0,89.66
1249,261,243,18,243,8.92,19.64,93.1
1250,261,242,19,240,7.09,0.0,92.72
1251,261,230,31,229,9.08,37.29,88.12
1252,261,238,23,238,6.56,0.0,91.19
