EmployeeID,ProjectID,RoleInProject,HoursWorked,CompletionStatus,ProjectScore
1254,12,Manager,50.1,Delayed,6.09
1254,6,Lead,70.1,Completed,6.7
1254,4,QA,390.3,Completed,6.06
1255,15,QA,66.3,In Progress,8.38
1255,4,Lead,218.1,Completed,9.25
1256,11,Coordinator,307.4,In Progress,5.67
1256,3,Designer,213.8,Completed,7.7
1257,6,Designer,181.3,Completed,6.97
1257,7,QA,364.6,In Progress,8.65
1258,10,Analyst,330.7,In Progress,8.8
1258,3,Coordinator,381.5,In Progress,9.57
1259,14,Manager,340.7,Delayed,7.56
1259,4,Manager,238.9,Completed,8.32
1260,3,Manager,221.8,In Progress,5.74
1260,5,Analyst,132.0,Delayed,6.85
1261,4,Analyst,171.9,Completed,6.43
1261,1,Developer,293.8,In Progress,9.79
1262,2,Lead,260.8,Delayed,6.03
1262,15,Lead,251.3,Completed,7.72
1262,4,Analyst,270.5,Delayed,6.96
1263,5,Lead,55.1,In Progress,6.09
1263,6,QA,42.6,Delayed,9.08
1263,4,Designer,93.2,Delayed,9.92
1264,12,Manager,98.4,Delayed,5.0
1264,5,Coordinator,146.1,In Progress,8.35
1265,14,Coordinator,215.4,Delayed,6.29
1265,3,Developer,379.5,In Progress,6.56
1265,2,Developer,92.4,Delayed,7.61
1266,2,Analyst,56.6,Completed,5.19
1267,8,Lead,104.2,In Progress,5.07
1268,15,Manager,284.0,Completed,6.38
1268,2,Coordinator,40.0,Delayed,5.49
1268,5,Lead,391.1,Completed,9.0
1269,10,Manager,186.7,Delayed,7.17
1269,15,Coordinator,81.0,In Progress,9.58
1270,12,Analyst,347.8,In Progress,8.42
1270,6,QA,159.9,Completed,6.57
1271,13,Coordinator,396.3,In Progress,5.83
1272,8,Lead,311.4,In Progress,7.78
1273,5,Lead,369.3,Delayed,6.1
1273,1,Designer,114.7,Completed,5.32
1274,5,Lead,299.2,Completed,6.92
1275,12,QA,155.2,Delayed,9.33
1276,12,Manager,135.0,Delayed,5.36
1276,4,Developer,286.3,In Progress,8.85
1277,2,Designer,44.7,Completed,8.05
1277,13,Developer,60.2,Delayed,7.81
1278,11,Designer,93.3,In Progress,6.88
1278,4,Lead,126.7,In Progress,6.71
1279,1,Analyst,226.7,Completed,6.49
1280,14,Developer,125.0,Delayed,6.26
1281,14,Analyst,106.3,In Progress,8.29
1281,3,Manager,380.3,Delayed,8.47
1281,4,Coordinator,98.0,Completed,5.59
1282,11,Coordinator,41.4,Delayed,7.7
1282,9,Coordinator,94.4,Completed,7.68
1283,11,Developer,80.6,Delayed,9.4
1283,14,Designer,290.0,Delayed,9.22
1283,7,Manager,51.5,Delayed,8.86
1284,15,Manager,395.2,In Progress,7.37
1284,5,Coordinator,324.2,Delayed,9.33
1284,14,QA,273.9,Completed,9.99
1285,10,Designer,125.7,Completed,8.42
1285,5,Lead,120.1,In Progress,7.76
1285,6,Developer,51.1,Completed,9.0
1286,3,Designer,97.0,Delayed,6.95
1286,1,Coordinator,332.4,Completed,9.39
1287,7,Lead,232.2,In Progress,8.03
1287,2,QA,87.2,Completed,7.27
1287,8,QA,254.6,Completed,6.81
1288,2,Analyst,315.6,In Progress,6.46
1288,8,Manager,133.4,Delayed,8.87
1289,13,Analyst,315.9,Delayed,8.89
1289,9,Developer,278.1,Delayed,9.95
1289,1,Manager,211.6,Completed,8.55
1290,5,Lead,392.6,Completed,9.81
1290,1,Lead,131.9,In Progress,9.75
1290,12,QA,283.6,In Progress,6.63
1291,5,Lead,251.1,In Progress,6.12
1291,12,QA,178.3,Completed,9.24
1292,6,QA,165.7,In Progress,9.37
1292,7,Analyst,136.4,Completed,9.8
1292,11,Developer,304.3,Delayed,8.7
1293,9,Manager,129.6,In Progress,9.92
1293,14,Lead,50.0,Completed,6.55
1293,10,Lead,343.9,In Progress,5.59
1294,12,Designer,124.0,Completed,7.97
1294,6,Analyst,52.7,In Progress,6.38
1294,14,Manager,338.2,Delayed,8.23
1295,11,Developer,227.8,Delayed,9.25
1295,3,Manager,177.6,Completed,6.1
1295,9,Manager,69.7,In Progress,9.52
1296,4,QA,213.3,Completed,5.05
1297,2,Lead,203.2,In Progress,8.93
1297,12,Developer,342.1,Completed,5.98
1297,11,Coordinator,221.0,In Progress,6.2
1298,14,Designer,192.1,Delayed,9.2
1299,9,Lead,393.4,Completed,5.22
1299,1,Designer,181.7,Completed,8.99
1299,10,Developer,121.2,Delayed,6.56
1300,8,Designer,328.1,Delayed,5.38
1300,14,Developer,238.4,In Progress,9.09
1300,1,Designer,138.2,In Progress,9.58
1301,7,Lead,399.2,Completed,8.13
1301,11,Manager,364.5,Delayed,8.79
1301,8,Lead,275.7,Delayed,8.89
1302,7,Coordinator,314.9,In Progress,9.92
1302,4,Analyst,152.0,Delayed,9.87
1302,2,Analyst,280.5,Completed,9.44
1303,8,Manager,220.7,Completed,7.71
1303,4,QA,43.5,In Progress,8.08
1303,11,Lead,326.0,Delayed,5.95
1304,7,Manager,79.1,Completed,8.51
1304,1,QA,189.7,In Progress,9.42
1305,5,Lead,61.9,Completed,9.5
1305,4,Manager,288.5,Completed,8.54
1306,14,Designer,283.3,In Progress,7.63
1306,7,QA,190.0,Completed,8.17
1306,5,Analyst,309.1,Completed,6.54
1307,13,Analyst,330.2,Delayed,9.66
1307,3,Coordinator,80.0,Completed,8.8
1307,7,Analyst,330.2,Delayed,5.08
1308,14,Lead,141.3,In Progress,5.67
1308,8,Designer,296.5,In Progress,7.15
1309,15,Coordinator,239.1,Delayed,7.06
1309,6,Coordinator,254.1,Delayed,5.62
1310,14,Analyst,137.9,Completed,5.51
1310,4,Coordinator,260.2,In Progress,8.93
1310,5,Manager,199.1,Completed,9.21
1311,4,Manager,125.5,Completed,7.56
1312,2,Manager,372.0,Completed,9.62
1312,7,Analyst,328.3,Completed,9.85
1313,1,Lead,212.1,Delayed,5.61
1313,5,QA,305.4,In Progress,7.28
1313,11,QA,249.3,Delayed,6.0
1314,2,Developer,382.7,Completed,7.65
1315,6,Developer,71.2,Completed,6.32
1315,15,QA,354.4,Delayed,7.86
1315,10,Developer,191.2,Delayed,9.75
1316,6,Designer,86.5,Completed,8.31
1316,1,Lead,77.0,In Progress,7.2
1316,2,Lead,202.8,Delayed,6.38
1317,6,Manager,165.7,Completed,8.12
1317,7,Designer,149.2,Delayed,8.41
1317,15,Lead,136.5,In Progress,7.86
1318,2,Developer,126.9,Completed,9.39
1319,8,Analyst,148.7,Completed,8.27
1319,12,Coordinator,286.8,Delayed,5.52
1320,8,Analyst,343.1,Completed,5.96
1321,10,Coordinator,205.2,Completed,9.78
1321,2,Developer,139.6,Completed,6.03
1321,14,Developer,231.7,Delayed,7.85
1322,14,Coordinator,221.8,Completed,9.53
1323,12,Coordinator,239.8,In Progress,9.63
1323,7,Developer,220.8,In Progress,6.97
1323,14,Coordinator,160.9,Delayed,8.17
1324,13,QA,44.6,Completed,5.32
1324,7,Designer,213.2,In Progress,6.21
1324,5,Developer,392.7,Delayed,8.79
1325,1,Designer,110.2,Delayed,6.01
1326,6,Manager,155.1,Completed,9.81
1326,8,Manager,210.6,In Progress,6.82
1326,14,Designer,167.5,Completed,5.99
1327,11,Developer,41.9,Completed,5.38
1327,12,QA,242.5,Completed,5.69
1328,4,Lead,253.8,Completed,8.56
1328,14,Analyst,266.7,Delayed,5.11
1329,14,Analyst,159.8,In Progress,5.82
1329,5,Coordinator,137.2,Completed,9.63
1330,11,Lead,330.9,Delayed,7.4
1330,8,Designer,148.9,Delayed,8.68
1330,7,QA,69.1,In Progress,5.17
1331,7,Developer,365.2,In Progress,7.29
1331,12,QA,169.7,In Progress,6.69
1332,6,Developer,164.3,Completed,6.23
1332,4,Manager,335.7,Completed,8.33
1333,13,Manager,171.7,In Progress,6.61
1333,7,Developer,192.3,Delayed,6.19
1333,1,Lead,272.9,Completed,6.24
1334,14,Analyst,86.6,In Progress,6.48
1334,3,Developer,228.1,In Progress,9.27
1335,9,Coordinator,154.6,In Progress,8.0
1336,6,Designer,66.2,In Progress,9.37
1336,12,Lead,146.0,Delayed,6.16
1336,13,QA,355.7,Completed,5.9
1337,10,Developer,133.8,In Progress,9.8
1337,6,Designer,311.7,Delayed,6.56
1338,7,Manager,139.1,Completed,7.36
1339,15,Coordinator,186.7,Delayed,5.98
1339,10,Manager,231.1,Completed,5.06
1339,13,Analyst,197.4,Delayed,9.79
1340,10,Manager,306.2,In Progress,6.3
1341,1,Developer,238.7,Completed,5.94
1341,5,Manager,41.6,Completed,7.3
1342,8,Lead,185.2,Completed,5.54
1343,4,Designer,399.8,Completed,6.15
1344,6,Analyst,322.6,Delayed,7.85
1345,9,Coordinator,52.5,Delayed,6.91
1345,1,Developer,215.7,Delayed,9.47
1346,5,Designer,375.6,In Progress,7.56
1347,2,Analyst,276.6,Delayed,8.82
1347,12,Coordinator,295.4,Completed,9.16
1347,5,Developer,180.3,In Progress,8.39
1348,8,Developer,291.1,Delayed,6.33
1348,2,Developer,85.6,Completed,5.59
1349,6,Coordinator,203.1,Delayed,7.46
1349,8,Coordinator,104.4,Completed,6.77
1350,10,Manager,217.8,In Progress,5.92
1350,14,Manager,268.1,Delayed,9.03
1350,13,Lead,124.8,Completed,8.28
1351,11,Manager,287.7,Completed,8.87
1351,8,Lead,192.5,Completed,6.08
1352,15,Manager,373.5,Completed,8.5
1352,7,Coordinator,68.4,Completed,5.97
1353,1,Developer,391.9,Delayed,5.26
1353,11,Developer,343.7,Delayed,5.12
1354,13,QA,388.9,Completed,7.04
1355,11,Developer,240.9,Completed,7.96
1356,7,QA,374.4,Delayed,8.41
1357,5,Analyst,221.4,Delayed,5.66
1357,7,Developer,174.1,Delayed,6.15
1357,4,Lead,232.6,Completed,6.12
1358,13,Coordinator,226.1,In Progress,8.25
1358,12,QA,211.1,In Progress,6.85
1358,7,Analyst,392.0,Delayed,7.51
1359,12,QA,202.1,Delayed,9.59
1359,4,Analyst,339.7,Completed,8.18
1359,9,Coordinator,175.4,In Progress,5.54
1360,12,Manager,293.4,Delayed,5.73
1360,9,Lead,202.9,Delayed,9.34
1360,7,Analyst,109.4,Delayed,6.3
1361,2,Developer,349.6,Delayed,9.57
1361,11,Manager,185.9,Delayed,5.13
1362,6,QA,54.3,Completed,8.02
1363,1,Developer,241.5,Delayed,8.62
1364,6,Designer,171.7,In Progress,6.55
1364,8,Lead,42.7,In Progress,8.7
1365,12,Developer,78.0,Delayed,9.92
1365,8,Developer,152.4,In Progress,5.38
1366,12,QA,71.5,Delayed,8.57
1366,3,QA,210.3,Completed,9.36
1367,8,Manager,172.6,In Progress,7.53
1367,6,Manager,234.1,In Progress,9.02
1367,12,QA,370.7,Completed,8.21
1368,6,Designer,359.5,In Progress,5.95
1369,4,Lead,76.3,Completed,5.51
1369,11,Analyst,353.6,Delayed,6.84
1370,12,Analyst,297.5,Completed,6.8
1370,9,Manager,212.0,Delayed,7.12
1371,4,Designer,165.9,Delayed,7.48
1372,1,Developer,234.9,Completed,8.52
1372,7,Lead,366.0,Completed,6.57
1373,2,Designer,391.9,Completed,6.25
1373,4,QA,170.4,Delayed,8.16
1373,7,Coordinator,351.1,Delayed,9.83
1374,3,Coordinator,343.5,Completed,7.63
1374,8,Coordinator,307.4,Completed,8.88
1374,6,QA,315.0,In Progress,7.14
1375,6,Designer,203.7,Completed,8.89
1375,12,Manager,209.1,Delayed,8.43
1375,15,Designer,287.8,Delayed,6.46
1376,14,Coordinator,377.3,Delayed,9.57
1377,8,Developer,303.8,Delayed,5.57
1377,13,Lead,378.8,Completed,6.33
1378,2,Designer,270.0,Completed,6.94
1378,8,Analyst,237.9,Delayed,9.61
1379,4,Coordinator,397.6,In Progress,5.14
1379,6,Analyst,257.6,Completed,5.27
1380,11,Manager,71.2,In Progress,6.19
1380,3,Analyst,387.4,Delayed,7.38
1380,15,Designer,350.4,In Progress,9.56
1381,15,Lead,194.3,Completed,9.18
1381,4,Developer,231.9,Completed,8.87
1382,14,QA,221.0,Delayed,9.98
1383,13,Designer,347.7,Completed,7.51
1384,7,Lead,386.1,Delayed,6.84
1384,1,Developer,238.6,In Progress,8.28
1384,15,QA,322.0,In Progress,9.54
1385,7,Coordinator,141.6,In Progress,5.05
1385,6,Developer,305.9,Completed,6.38
1385,14,Designer,86.8,Delayed,7.44
1386,9,Developer,325.6,In Progress,8.88
1387,2,Manager,244.2,Delayed,7.82
1387,12,Manager,195.7,In Progress,8.21
1387,8,Lead,363.1,Delayed,7.02
1388,5,Manager,216.8,In Progress,6.98
1388,9,Analyst,366.8,In Progress,9.31
1388,14,Developer,110.3,In Progress,7.24
1389,6,Manager,324.2,Delayed,6.37
1389,11,Lead,122.7,Delayed,8.42
1389,15,Designer,146.9,Delayed,6.56
1390,9,Manager,44.2,Completed,8.46
1390,10,Coordinator,251.2,In Progress,8.93
1390,5,Developer,354.2,Completed,6.46
1391,6,Analyst,150.1,In Progress,6.71
1391,7,Designer,335.6,Delayed,8.14
1392,13,QA,101.3,Completed,7.48
1392,15,QA,321.7,Delayed,8.56
1393,3,Developer,144.9,Completed,6.16
1393,14,Designer,71.8,Completed,6.57
1393,5,Coordinator,120.1,Completed,5.79
1394,1,Analyst,161.6,In Progress,7.18
1394,11,Manager,305.2,In Progress,8.94
1395,9,Lead,53.9,Delayed,9.15
1395,1,Developer,246.8,Delayed,5.66
1395,13,Lead,360.9,Delayed,5.86
1396,9,Manager,212.0,Completed,8.36
1396,14,QA,161.8,Completed,8.92
1397,9,Coordinator,43.9,Delayed,8.93
1397,7,Lead,115.4,Completed,7.52
1397,8,Designer,154.7,Delayed,8.88
1398,1,Developer,97.1,Delayed,5.6
1399,1,Coordinator,309.2,Completed,6.97
1399,10,Designer,395.7,Delayed,9.1
1400,10,Developer,133.1,In Progress,9.44
1400,4,Lead,106.7,Completed,9.44
1400,1,Developer,384.9,Delayed,6.47
1401,1,Manager,389.3,Delayed,7.21
1402,7,Manager,80.6,Delayed,9.29
1402,11,QA,294.0,Completed,8.78
1403,2,Designer,135.3,Completed,6.57
1404,15,Developer,338.6,In Progress,9.4
1404,8,QA,393.5,Delayed,9.27
1405,14,Analyst,275.1,Delayed,7.17
1405,6,Analyst,68.7,Completed,5.56
1405,2,Manager,161.3,Completed,7.66
1406,10,Designer,324.1,Delayed,5.66
1406,14,Analyst,307.6,Delayed,9.17
1407,2,Coordinator,141.9,Completed,7.19
1408,8,Designer,395.7,In Progress,8.53
1408,12,Analyst,160.6,Delayed,8.16
1408,5,Developer,314.1,Delayed,9.71
1409,2,Analyst,334.1,Completed,5.88
1409,5,Lead,317.9,Completed,8.41
1409,14,Analyst,399.5,Delayed,7.66
1410,6,Manager,110.8,Completed,7.58
1410,15,Manager,323.5,Completed,6.14
1411,13,Lead,359.7,Delayed,9.85
1411,3,Manager,52.8,In Progress,5.85
1412,5,Analyst,255.1,In Progress,9.83
1412,6,QA,140.0,Delayed,8.5
1413,2,Manager,295.1,Completed,8.38
1413,5,Designer,334.3,In Progress,5.28
1414,3,Lead,236.3,Delayed,5.96
1414,7,Designer,184.3,Completed,5.33
1414,15,Manager,88.6,In Progress,9.05
1415,9,Lead,332.1,Completed,9.57
1415,5,Developer,319.3,In Progress,8.18
1415,14,Lead,371.4,In Progress,8.07
1416,3,Designer,251.9,In Progress,9.5
1416,8,Developer,220.9,Delayed,6.28
1416,9,Analyst,141.2,Completed,6.15
1417,8,Developer,137.5,In Progress,6.79
1417,11,Lead,186.1,Delayed,8.62
1418,7,Designer,51.9,Completed,5.45
1418,8,QA,206.4,In Progress,8.98
1419,5,Analyst,135.2,In Progress,5.99
1419,9,Coordinator,55.3,In Progress,9.99
1420,2,Coordinator,155.3,Delayed,8.84
1421,6,Analyst,48.0,Completed,7.12
1422,10,Designer,301.4,Completed,5.07
1422,6,QA,48.1,Completed,5.93
1423,15,Developer,214.7,Delayed,8.3
1423,14,Developer,172.2,Completed,8.01
1423,6,Manager,131.4,Delayed,9.66
1424,5,Designer,281.1,In Progress,5.14
1424,2,Lead,146.1,Delayed,6.83
1424,12,Lead,354.1,Completed,6.96
1425,5,Analyst,327.1,Delayed,7.11
1425,14,Manager,182.9,Delayed,9.88
1426,6,Analyst,163.4,Delayed,5.4
1427,5,Coordinator,66.8,In Progress,6.09
1427,11,Developer,124.6,In Progress,8.54
1428,13,Designer,241.5,Completed,8.45
1428,11,QA,292.7,In Progress,7.24
1428,14,Designer,283.1,In Progress,7.76
1429,8,QA,232.5,In Progress,8.75
1430,9,Analyst,166.3,In Progress,5.57
1430,12,Lead,134.4,Completed,8.99
1431,4,Analyst,327.3,Completed,8.56
1431,11,QA,168.3,In Progress,6.27
1431,10,Lead,291.0,Delayed,8.14
1432,6,Manager,340.8,In Progress,7.47
1432,11,Analyst,58.9,In Progress,5.28
1432,5,Developer,303.3,Delayed,5.54
1433,13,Designer,392.2,Delayed,6.11
1433,14,Coordinator,383.5,In Progress,5.77
1433,11,QA,112.0,Delayed,9.94
1434,8,Analyst,344.4,In Progress,7.91
1434,6,Lead,251.0,Delayed,9.7
1434,7,Lead,390.8,Completed,8.63
1435,13,Lead,70.5,Completed,7.8
1435,4,Designer,284.6,Completed,8.63
1436,5,Developer,125.3,Completed,8.8
1436,3,Analyst,339.3,Delayed,8.01
1437,5,QA,378.7,Delayed,8.94
1437,7,Developer,55.2,Delayed,8.29
1438,12,Designer,352.9,Completed,8.09
1438,11,Manager,165.3,Completed,8.08
1439,10,Analyst,183.1,In Progress,5.0
1439,9,Developer,206.1,Delayed,8.83
1440,14,Developer,283.8,In Progress,8.2
1440,4,Manager,213.4,In Progress,5.13
1440,2,Designer,135.4,In Progress,7.07
1441,5,Coordinator,107.7,In Progress,8.88
1442,6,Coordinator,231.3,Delayed,7.15
1443,10,Manager,108.2,Delayed,8.29
1443,13,Coordinator,305.8,Delayed,9.59
1444,9,QA,170.4,Completed,6.47
1445,14,Lead,135.2,Delayed,8.33
1445,3,QA,304.0,Delayed,5.58
1446,8,Designer,307.5,Delayed,9.64
1446,7,Analyst,326.3,Delayed,8.33
1447,6,Coordinator,338.3,Completed,9.58
1447,8,Coordinator,308.7,In Progress,7.69
1447,10,Developer,261.8,Delayed,7.48
1448,8,QA,86.8,Completed,6.81
1448,2,Designer,129.5,Delayed,9.77
1448,9,Designer,152.6,In Progress,7.33
1449,1,Analyst,193.0,Completed,9.93
1449,11,Designer,153.9,Completed,8.97
1450,15,Manager,167.8,Completed,5.12
1450,4,Lead,51.9,In Progress,8.37
1451,5,Analyst,375.9,Delayed,6.74
1451,12,Coordinator,318.3,Delayed,7.44
1451,7,Manager,83.4,Completed,9.94
1452,13,Manager,368.3,Delayed,9.84
1452,11,Developer,226.5,In Progress,6.59
1453,3,Analyst,62.5,In Progress,8.24
1453,11,Analyst,364.7,Delayed,5.08
1453,5,Lead,253.3,Completed,8.04
1454,10,QA,369.7,Delayed,7.89
1454,14,Designer,375.8,In Progress,5.79
1454,7,Analyst,86.5,Completed,9.28
1455,15,Designer,90.1,In Progress,7.09
1455,9,Manager,350.9,In Progress,6.47
1455,4,Manager,298.0,Delayed,6.56
1456,3,Designer,306.2,Completed,8.61
1456,4,Analyst,297.2,In Progress,6.35
1456,15,Analyst,195.3,Completed,5.97
1457,5,Manager,96.1,Delayed,7.81
1457,13,Manager,278.1,In Progress,5.26
1457,1,Coordinator,93.7,In Progress,7.6
1458,14,Manager,59.7,Delayed,7.17
1459,5,Coordinator,240.3,In Progress,8.16
1459,1,Coordinator,164.7,In Progress,7.43
1459,14,Manager,151.2,In Progress,9.36
1460,12,Developer,341.9,In Progress,5.41
1460,11,QA,93.0,In Progress,8.38
1461,12,Developer,74.7,In Progress,9.33
1462,10,QA,304.0,Completed,9.41
1462,2,Lead,104.0,In Progress,6.81
1463,10,Lead,100.1,Delayed,7.02
1464,10,Designer,364.7,Completed,9.29
1464,2,Developer,295.1,Delayed,6.31
1464,1,QA,204.8,Completed,8.59
1465,12,Designer,109.0,In Progress,9.51
1466,12,QA,238.4,In Progress,6.04
1467,9,Analyst,151.2,Delayed,5.5
1467,2,Coordinator,96.6,Completed,8.99
1467,8,Analyst,203.8,Completed,7.1
1468,15,QA,301.7,In Progress,6.61
1469,10,Manager,247.1,In Progress,8.28
1469,4,Lead,260.4,Completed,6.41
1469,1,Designer,75.2,Completed,6.08
1470,6,Developer,128.0,Completed,6.35
1471,10,Coordinator,224.1,Delayed,8.6
1472,8,Lead,237.1,In Progress,7.86
1472,10,Analyst,102.4,Completed,5.97
1473,5,Designer,122.0,Completed,5.37
1473,9,Analyst,287.4,Delayed,9.07
1474,11,Coordinator,126.8,In Progress,7.16
1474,9,Manager,175.3,Delayed,9.78
1475,12,QA,118.2,Completed,7.01
1475,11,Designer,122.1,Delayed,9.63
1475,10,Lead,68.4,Completed,5.95
1476,15,QA,110.2,Completed,6.12
1477,7,Analyst,271.1,Completed,8.48
1477,3,Developer,194.9,Delayed,6.2
1477,6,Developer,229.8,In Progress,7.57
1478,12,Lead,181.7,Delayed,6.25
1478,13,Analyst,199.1,Completed,7.92
1479,9,Lead,205.6,In Progress,7.28
1479,11,Manager,276.3,In Progress,7.32
1480,8,Designer,232.4,Delayed,6.03
1480,2,Lead,62.1,Completed,5.08
1481,13,Coordinator,391.2,Delayed,7.48
1481,6,Developer,360.8,In Progress,6.49
1482,8,Manager,389.0,In Progress,7.52
1482,13,Coordinator,96.4,Delayed,8.22
1482,12,Designer,246.0,In Progress,7.91
1483,9,Coordinator,341.5,In Progress,7.85
1483,5,Analyst,243.8,Delayed,5.29
1484,11,Manager,214.3,In Progress,9.92
1484,6,Coordinator,332.6,Delayed,7.44
1485,8,Designer,94.3,Delayed,7.36
1485,13,Developer,304.8,Completed,9.0
1485,14,QA,317.1,Completed,5.66
1486,13,Designer,155.3,Delayed,9.34
1487,3,Manager,353.7,In Progress,9.86
1487,2,QA,227.5,Completed,7.81
1487,7,Lead,319.7,Delayed,5.53
1488,4,Coordinator,297.7,In Progress,9.3
1488,7,Developer,279.1,In Progress,9.17
1488,14,Coordinator,86.5,Delayed,7.27
1489,14,Manager,149.8,In Progress,9.97
1489,6,Lead,149.3,Delayed,9.3
1489,4,Lead,195.5,Delayed,9.92
1490,8,Lead,288.8,In Progress,5.97
1490,15,Designer,236.3,Completed,5.25
1491,5,Coordinator,148.1,Delayed,9.7
1491,6,Developer,177.6,Delayed,9.4
1492,5,Lead,108.6,In Progress,7.35
1492,13,Developer,174.0,Delayed,6.48
1492,7,Manager,192.8,Completed,6.36
1493,2,Manager,294.6,Completed,7.89
1494,7,Coordinator,182.1,Completed,6.09
1494,14,Manager,196.3,Completed,5.52
1495,9,Designer,97.2,Delayed,5.46
1495,7,Coordinator,362.3,Delayed,6.11
1496,6,Designer,311.6,In Progress,7.1
1496,2,Designer,102.1,Completed,9.36
1497,6,Designer,229.7,In Progress,5.54
1497,2,Designer,85.1,Completed,9.85
1497,4,Manager,222.8,Delayed,5.34
1498,12,QA,276.8,Completed,5.17
1499,5,Manager,92.6,Completed,8.67
1500,2,QA,80.1,Delayed,9.56
1500,5,Analyst,287.0,Delayed,5.67
1501,1,Analyst,362.4,Completed,8.09
1502,10,Manager,126.2,In Progress,7.14
1502,3,Analyst,251.5,In Progress,6.05
1502,7,Analyst,280.1,Completed,7.21
1503,10,QA,328.1,Completed,9.6
1503,7,Designer,297.9,In Progress,7.29
1503,8,Manager,102.4,Delayed,8.3
1504,1,QA,88.5,In Progress,7.99
1504,3,Analyst,375.1,In Progress,7.57
1504,13,Manager,201.3,Delayed,6.76
1505,10,Coordinator,306.8,Completed,9.31
1506,15,Coordinator,291.9,Completed,8.53
1506,1,Lead,69.9,In Progress,6.5
1507,4,Designer,196.3,In Progress,9.11
1507,11,Lead,135.8,Completed,8.05
1508,1,Coordinator,201.2,In Progress,7.18
1508,5,Developer,257.1,Completed,6.5
1509,11,QA,290.0,Completed,7.02
1510,6,Developer,145.5,Delayed,6.69
1511,5,Designer,241.9,Delayed,8.16
1511,4,Analyst,271.4,In Progress,6.7
1511,13,Lead,127.9,In Progress,6.38
1512,11,QA,332.0,In Progress,6.41
1512,15,Analyst,259.0,In Progress,9.96
1512,5,Manager,262.6,Delayed,5.67
1513,15,Designer,99.4,Delayed,7.8
1513,14,QA,118.1,In Progress,8.25
1514,4,Coordinator,135.6,Completed,9.47
1514,10,QA,186.3,Delayed,6.0
1514,2,Coordinator,300.6,Completed,6.73
1515,8,Lead,123.1,Delayed,5.59
1515,11,Developer,52.2,Delayed,6.09
1516,2,Developer,337.5,In Progress,8.62
1516,1,Lead,59.4,In Progress,7.21
1517,14,Analyst,236.5,Delayed,6.55
1518,3,Developer,327.4,Delayed,6.45
1518,7,Designer,153.1,Completed,7.96
1518,6,Analyst,392.7,Delayed,9.71
1519,8,Developer,80.7,In Progress,9.88
1520,8,Manager,210.1,In Progress,9.06
1520,12,Manager,287.0,Completed,7.59
1521,8,QA,161.4,In Progress,8.3
1521,15,Coordinator,240.9,In Progress,6.74
1522,15,Manager,279.6,Delayed,6.59
1522,6,Manager,398.4,Delayed,6.77
1522,5,Analyst,385.8,Delayed,9.67
1523,6,Developer,180.7,In Progress,7.45
1523,10,Coordinator,295.2,Delayed,7.0
1524,11,Manager,378.8,Completed,5.86
1525,6,Lead,85.9,Completed,7.28
1526,8,Manager,170.4,Delayed,7.32
1526,5,Coordinator,134.0,Delayed,5.76
1526,15,Coordinator,398.5,Delayed,9.58
1527,3,Analyst,354.4,Delayed,9.36
1527,15,Manager,141.0,In Progress,6.95
1528,4,QA,297.4,In Progress,6.15
1528,5,QA,330.7,Delayed,6.81
1529,12,Developer,293.9,In Progress,8.7
1529,7,Coordinator,50.8,Delayed,8.89
1529,1,Designer,262.5,In Progress,5.6
1530,15,Manager,215.7,Completed,7.07
1531,15,Manager,349.3,Completed,6.55
1531,12,Analyst,367.6,Delayed,7.99
1531,2,Manager,197.1,Delayed,8.74
1532,4,Lead,331.9,In Progress,6.78
1532,10,Manager,151.5,In Progress,5.87
1532,6,Developer,381.2,In Progress,7.17
1533,2,Designer,113.1,In Progress,9.79
1533,6,Analyst,249.2,In Progress,5.52
1533,9,Manager,158.9,Completed,9.05
1534,9,Developer,250.8,Delayed,6.01
1534,15,Lead,226.6,Completed,6.16
1534,11,Lead,94.8,Completed,9.29
1535,8,Developer,123.2,Delayed,5.86
1535,15,Manager,306.9,In Progress,8.24
1536,14,Developer,309.8,Delayed,5.89
1537,2,QA,398.6,Completed,5.76
1537,7,QA,239.9,Completed,9.4
1538,7,Manager,86.3,Delayed,8.48
1539,1,Designer,206.6,In Progress,7.76
1539,4,QA,245.2,Delayed,7.26
1540,9,Designer,134.7,Delayed,7.34
1540,5,QA,148.8,Delayed,7.55
1540,11,Lead,43.5,Delayed,6.85
1541,10,Coordinator,348.9,Completed,9.75
1541,15,Coordinator,66.7,Delayed,6.48
1542,3,Lead,344.8,Completed,8.02
1543,4,QA,94.0,Delayed,8.46
1543,13,Coordinator,167.5,Completed,8.99
1543,1,Lead,328.7,Delayed,10.0
1544,6,Coordinator,266.9,In Progress,9.59
1544,13,Manager,339.2,Delayed,9.34
1545,8,QA,56.1,In Progress,7.5
1546,14,Lead,104.9,In Progress,6.17
1546,7,Manager,266.0,Completed,6.11
1546,8,QA,141.0,Delayed,9.4
1547,15,Analyst,56.6,In Progress,7.09
1547,3,Designer,217.2,In Progress,8.27
1548,5,Coordinator,191.6,Completed,9.61
1548,12,Analyst,168.9,Delayed,5.78
1549,9,Manager,242.4,Delayed,5.41
1550,1,Analyst,201.3,Delayed,7.51
1550,3,Analyst,304.1,Delayed,8.06
1551,9,Developer,257.7,In Progress,8.56
1551,8,Developer,202.8,In Progress,9.31
1552,6,Lead,360.9,Delayed,7.03
