EmployeeID,TrainingID,EnrollDate,CompletionDate,CompletionStatus,AssessmentScore
900,1,2023-10-09,2023-11-08,Completed,71.72
901,4,2023-09-14,,Dropped,0.0
901,7,2023-05-26,2023-06-25,Completed,88.36
902,3,2023-04-19,2023-05-19,Completed,99.64
902,10,2023-10-17,2023-11-16,Completed,97.86
902,5,2023-11-26,,Dropped,0.0
902,1,2023-05-01,2023-05-31,Completed,72.18
903,3,2023-05-08,2023-06-07,Completed,79.38
903,7,2023-02-22,,Dropped,0.0
904,10,2023-07-11,,In Progress,0.0
904,5,2023-02-10,,Dropped,0.0
904,8,2023-02-24,,In Progress,0.0
904,4,2023-06-02,2023-07-02,Completed,81.82
905,7,2023-04-01,2023-05-01,Completed,95.24
905,10,2023-04-08,2023-05-08,Completed,62.05
906,7,2023-08-27,2023-09-26,Completed,79.09
906,9,2023-08-04,,In Progress,0.0
907,8,2023-04-11,,Dropped,0.0
907,4,2023-03-17,2023-04-16,Completed,59.97
907,10,2023-11-11,2023-12-11,Completed,94.78
908,7,2023-07-01,,In Progress,0.0
908,2,2023-09-04,,In Progress,0.0
908,1,2023-06-20,,In Progress,0.0
908,6,2023-12-22,,In Progress,0.0
909,2,2023-01-26,2023-02-25,Completed,83.23
909,4,2023-12-10,2024-01-09,Completed,60.88
909,8,2023-12-11,2024-01-10,Completed,86.38
909,9,2023-08-24,2023-09-23,Completed,73.3
910,8,2023-12-15,2024-01-14,Completed,63.46
910,1,2023-03-09,,Dropped,0.0
910,2,2023-02-04,2023-03-06,Completed,98.1
911,1,2023-09-04,2023-10-04,Completed,77.76
911,5,2023-01-02,,In Progress,0.0
911,2,2023-11-09,2023-12-09,Completed,76.43
912,7,2023-12-22,2024-01-21,Completed,59.86
912,2,2023-10-14,,Dropped,0.0
913,3,2023-12-06,2024-01-05,Completed,91.57
913,7,2023-06-05,2023-07-05,Completed,63.13
914,7,2023-07-09,2023-08-08,Completed,81.85
915,9,2023-10-04,2023-11-03,Completed,88.17
916,6,2023-10-16,2023-11-15,Completed,62.69
917,10,2023-01-14,,In Progress,0.0
917,8,2023-03-24,,Dropped,0.0
918,2,2023-09-15,2023-10-15,Completed,79.31
918,5,2023-10-08,,In Progress,0.0
919,10,2023-03-03,2023-04-02,Completed,72.76
920,8,2023-09-21,2023-10-21,Completed,78.43
920,5,2023-05-05,2023-06-04,Completed,62.87
920,10,2023-04-22,,Dropped,0.0
921,4,2023-08-17,2023-09-16,Completed,91.33
921,1,2023-10-21,2023-11-20,Completed,88.48
921,3,2023-11-09,2023-12-09,Completed,88.46
921,2,2023-01-04,2023-02-03,Completed,88.91
922,7,2023-07-02,2023-08-01,Completed,91.75
922,5,2023-10-08,,In Progress,0.0
923,10,2023-02-27,2023-03-29,Completed,68.77
923,3,2023-07-23,,Dropped,0.0
923,5,2023-10-05,,In Progress,0.0
923,8,2023-03-09,2023-04-08,Completed,55.12
924,2,2023-03-26,,In Progress,0.0
924,6,2023-12-19,2024-01-18,Completed,59.81
924,1,2023-04-13,2023-05-13,Completed,71.62
925,2,2023-06-24,2023-07-24,Completed,83.27
925,3,2023-10-24,,Dropped,0.0
926,5,2023-07-22,2023-08-21,Completed,59.34
926,9,2023-06-27,,In Progress,0.0
927,4,2023-09-25,2023-10-25,Completed,73.82
927,8,2023-10-09,2023-11-08,Completed,59.65
927,6,2023-12-05,2024-01-04,Completed,56.9
927,7,2023-05-21,2023-06-20,Completed,72.27
928,4,2023-02-03,2023-03-05,Completed,64.79
928,6,2023-08-16,,In Progress,0.0
928,5,2023-11-04,2023-12-04,Completed,73.31
928,2,2023-04-24,2023-05-24,Completed,75.38
929,5,2023-02-06,2023-03-08,Completed,99.59
929,8,2023-04-22,,Dropped,0.0
929,7,2023-04-09,2023-05-09,Completed,77.84
930,6,2023-11-23,2023-12-23,Completed,74.84
931,8,2023-08-11,2023-09-10,Completed,83.79
931,2,2023-05-11,,In Progress,0.0
932,8,2023-09-18,2023-10-18,Completed,62.6
932,5,2023-02-05,,In Progress,0.0
932,4,2023-05-14,2023-06-13,Completed,86.28
933,4,2023-01-23,2023-02-22,Completed,96.09
933,2,2023-11-07,2023-12-07,Completed,68.81
934,10,2023-11-02,2023-12-02,Completed,95.18
934,3,2023-08-15,,In Progress,0.0
934,9,2023-05-14,2023-06-13,Completed,77.63
934,6,2023-04-20,2023-05-20,Completed,77.91
935,3,2023-11-27,2023-12-27,Completed,94.7
936,5,2023-06-03,2023-07-03,Completed,62.11
936,7,2023-09-16,,In Progress,0.0
936,4,2023-07-16,2023-08-15,Completed,97.34
937,7,2023-05-19,,In Progress,0.0
937,5,2023-05-27,2023-06-26,Completed,65.47
937,10,2023-11-10,,In Progress,0.0
938,3,2023-01-25,2023-02-24,Completed,68.84
939,6,2023-06-07,2023-07-07,Completed,66.66
939,10,2023-09-16,2023-10-16,Completed,87.89
939,2,2023-09-01,,In Progress,0.0
940,1,2023-03-06,2023-04-05,Completed,77.03
940,9,2023-10-07,2023-11-06,Completed,56.16
940,8,2023-03-19,2023-04-18,Completed,73.1
941,4,2023-07-04,,Dropped,0.0
941,3,2023-12-02,2024-01-01,Completed,70.03
941,2,2023-12-21,,In Progress,0.0
942,4,2023-09-01,,In Progress,0.0
942,6,2023-09-02,2023-10-02,Completed,97.16
942,10,2023-12-11,2024-01-10,Completed,99.93
943,3,2023-03-03,2023-04-02,Completed,71.42
943,6,2023-12-25,2024-01-24,Completed,96.38
944,3,2023-02-26,2023-03-28,Completed,79.73
945,4,2023-07-17,2023-08-16,Completed,74.02
945,3,2023-09-03,2023-10-03,Completed,84.8
945,6,2023-10-20,2023-11-19,Completed,88.74
945,2,2023-12-25,2024-01-24,Completed,58.68
946,10,2023-12-25,2024-01-24,Completed,60.33
946,6,2023-01-04,,In Progress,0.0
946,7,2023-02-01,2023-03-03,Completed,96.83
947,8,2023-02-14,,In Progress,0.0
948,5,2023-07-27,,In Progress,0.0
948,9,2023-03-23,,In Progress,0.0
949,2,2023-06-01,2023-07-01,Completed,64.79
949,10,2023-09-25,2023-10-25,Completed,71.8
949,3,2023-09-19,,Dropped,0.0
949,1,2023-03-25,2023-04-24,Completed,57.89
950,1,2023-10-05,2023-11-04,Completed,95.11
950,5,2023-01-04,2023-02-03,Completed,78.15
951,8,2023-10-08,2023-11-07,Completed,89.17
951,9,2023-12-07,2024-01-06,Completed,70.72
951,10,2023-06-05,2023-07-05,Completed,66.15
952,6,2023-04-25,2023-05-25,Completed,56.89
953,4,2023-04-26,,In Progress,0.0
953,5,2023-11-02,2023-12-02,Completed,63.31
953,9,2023-06-12,2023-07-12,Completed,71.19
953,2,2023-10-11,2023-11-10,Completed,92.86
954,5,2023-01-14,2023-02-13,Completed,74.74
954,6,2023-09-23,,Dropped,0.0
955,6,2023-12-16,2024-01-15,Completed,99.22
956,7,2023-07-03,,In Progress,0.0
957,2,2023-12-24,2024-01-23,Completed,55.18
957,10,2023-03-02,2023-04-01,Completed,85.59
958,3,2023-06-23,2023-07-23,Completed,94.01
959,7,2023-08-11,2023-09-10,Completed,89.19
959,6,2023-02-03,,In Progress,0.0
960,3,2023-01-23,,Dropped,0.0
961,3,2023-04-18,2023-05-18,Completed,85.46
962,1,2023-10-20,,In Progress,0.0
962,3,2023-01-27,2023-02-26,Completed,78.45
962,9,2023-07-14,,In Progress,0.0
962,6,2023-12-03,,In Progress,0.0
963,4,2023-01-19,2023-02-18,Completed,60.12
963,6,2023-09-14,,In Progress,0.0
964,10,2023-11-22,2023-12-22,Completed,71.34
964,4,2023-02-21,,In Progress,0.0
964,1,2023-04-26,2023-05-26,Completed,88.41
964,7,2023-08-06,2023-09-05,Completed,57.28
965,4,2023-04-05,,Dropped,0.0
966,10,2023-05-24,2023-06-23,Completed,76.33
967,6,2023-10-22,,In Progress,0.0
968,10,2023-01-09,2023-02-08,Completed,62.66
968,9,2023-05-19,2023-06-18,Completed,85.55
969,7,2023-11-16,2023-12-16,Completed,80.23
969,8,2023-09-20,2023-10-20,Completed,82.97
969,3,2023-07-27,2023-08-26,Completed,99.77
969,9,2023-01-16,,Dropped,0.0
970,7,2023-10-15,2023-11-14,Completed,57.1
970,9,2023-07-16,,Dropped,0.0
970,1,2023-05-23,2023-06-22,Completed,89.83
971,3,2023-06-15,2023-07-15,Completed,59.84
971,10,2023-08-21,2023-09-20,Completed,89.61
971,9,2023-06-16,2023-07-16,Completed,97.83
972,7,2023-01-12,2023-02-11,Completed,66.01
972,4,2023-12-20,2024-01-19,Completed,86.71
972,8,2023-02-20,2023-03-22,Completed,59.7
972,6,2023-05-14,2023-06-13,Completed,83.46
973,10,2023-08-19,2023-09-18,Completed,91.39
973,2,2023-09-26,,In Progress,0.0
974,3,2023-08-01,2023-08-31,Completed,97.39
974,2,2023-06-01,,In Progress,0.0
974,6,2023-08-08,,In Progress,0.0
974,8,2023-04-25,2023-05-25,Completed,97.09
975,9,2023-03-02,2023-04-01,Completed,97.38
975,5,2023-04-18,2023-05-18,Completed,85.69
975,10,2023-08-07,,In Progress,0.0
975,3,2023-05-19,2023-06-18,Completed,77.62
976,3,2023-10-08,,Dropped,0.0
976,8,2023-01-22,2023-02-21,Completed,55.15
976,9,2023-11-01,2023-12-01,Completed,81.1
977,8,2023-05-16,2023-06-15,Completed,71.15
977,7,2023-06-26,2023-07-26,Completed,67.29
978,5,2023-01-16,,Dropped,0.0
979,7,2023-05-18,2023-06-17,Completed,60.0
980,10,2023-09-23,,In Progress,0.0
980,8,2023-08-14,,In Progress,0.0
980,9,2023-03-16,2023-04-15,Completed,75.52
981,3,2023-02-24,,Dropped,0.0
981,4,2023-06-23,,In Progress,0.0
981,6,2023-05-25,2023-06-24,Completed,85.97
982,10,2023-07-24,2023-08-23,Completed,90.94
982,9,2023-06-18,2023-07-18,Completed,69.56
983,6,2023-05-03,2023-06-02,Completed,76.68
983,7,2023-09-16,2023-10-16,Completed,93.78
983,10,2023-12-12,,Dropped,0.0
984,3,2023-03-04,2023-04-03,Completed,96.79
985,1,2023-03-16,2023-04-15,Completed,86.02
985,4,2023-01-10,2023-02-09,Completed,96.32
985,5,2023-01-22,2023-02-21,Completed,94.33
985,8,2023-06-05,2023-07-05,Completed,87.7
986,6,2023-04-03,,Dropped,0.0
986,4,2023-09-22,2023-10-22,Completed,68.39
987,1,2023-02-04,2023-03-06,Completed,95.54
987,7,2023-07-14,2023-08-13,Completed,77.08
987,9,2023-06-03,,Dropped,0.0
987,4,2023-01-04,,In Progress,0.0
988,7,2023-06-19,2023-07-19,Completed,98.54
988,8,2023-03-17,2023-04-16,Completed,61.87
988,2,2023-04-24,2023-05-24,Completed,71.19
988,3,2023-05-02,2023-06-01,Completed,98.69
989,9,2023-05-11,2023-06-10,Completed,81.88
989,5,2023-12-24,2024-01-23,Completed,87.29
989,8,2023-10-16,2023-11-15,Completed,74.47
990,1,2023-05-23,,In Progress,0.0
991,10,2023-10-03,2023-11-02,Completed,74.18
991,3,2023-08-15,2023-09-14,Completed,80.34
992,10,2023-02-12,2023-03-14,Completed,56.6
992,6,2023-07-22,2023-08-21,Completed,58.79
993,6,2023-12-18,2024-01-17,Completed,71.17
994,1,2023-12-23,2024-01-22,Completed,96.02
994,4,2023-01-21,2023-02-20,Completed,90.23
995,7,2023-10-10,2023-11-09,Completed,76.21
996,10,2023-03-05,,In Progress,0.0
997,6,2023-04-11,2023-05-11,Completed,67.19
998,6,2023-03-27,2023-04-26,Completed,80.28
998,2,2023-12-09,2024-01-08,Completed,74.7
999,5,2023-09-07,2023-10-07,Completed,89.16
1000,6,2023-08-14,,In Progress,0.0
1001,5,2023-01-10,2023-02-09,Completed,62.4
1001,10,2023-05-04,2023-06-03,Completed,92.29
1002,8,2023-07-06,,In Progress,0.0
1002,1,2023-06-24,,In Progress,0.0
1002,3,2023-07-11,,In Progress,0.0
1003,7,2023-07-13,2023-08-12,Completed,85.86
1003,9,2023-05-01,2023-05-31,Completed,84.62
1004,10,2023-08-05,,Dropped,0.0
1004,4,2023-01-08,,In Progress,0.0
1004,7,2023-02-22,2023-03-24,Completed,62.38
1005,4,2023-04-17,,Dropped,0.0
1005,2,2023-04-24,2023-05-24,Completed,74.42
1005,8,2023-04-11,,In Progress,0.0
1005,1,2023-01-25,2023-02-24,Completed,73.99
1006,1,2023-02-26,2023-03-28,Completed,92.48
1006,10,2023-12-19,2024-01-18,Completed,92.72
1006,5,2023-10-05,,Dropped,0.0
1006,3,2023-10-27,2023-11-26,Completed,97.5
1007,5,2023-05-03,2023-06-02,Completed,76.84
1008,8,2023-02-27,,In Progress,0.0
1009,8,2023-11-09,2023-12-09,Completed,69.53
1009,5,2023-12-16,2024-01-15,Completed,67.66
1009,10,2023-02-19,,Dropped,0.0
1010,8,2023-06-05,,In Progress,0.0
1010,3,2023-05-03,,In Progress,0.0
1010,9,2023-06-06,,In Progress,0.0
1011,3,2023-11-21,,In Progress,0.0
1011,4,2023-06-17,2023-07-17,Completed,61.72
1011,9,2023-01-21,,Dropped,0.0
1012,10,2023-01-27,2023-02-26,Completed,96.46
1012,7,2023-06-11,2023-07-11,Completed,71.97
1012,6,2023-02-15,2023-03-17,Completed,58.83
1013,6,2023-11-24,2023-12-24,Completed,77.73
1013,4,2023-08-06,2023-09-05,Completed,59.43
1013,9,2023-03-11,2023-04-10,Completed,94.97
1014,3,2023-01-08,,In Progress,0.0
1015,3,2023-04-21,,In Progress,0.0
1015,4,2023-12-09,,Dropped,0.0
1016,9,2023-10-23,,In Progress,0.0
1016,3,2023-05-23,2023-06-22,Completed,72.58
1017,1,2023-05-19,,In Progress,0.0
1018,1,2023-04-02,2023-05-02,Completed,57.39
1018,5,2023-11-13,,In Progress,0.0
1018,2,2023-12-27,,In Progress,0.0
1018,4,2023-10-11,,In Progress,0.0
1019,2,2023-07-04,2023-08-03,Completed,56.34
1019,3,2023-07-21,,In Progress,0.0
1019,6,2023-02-07,2023-03-09,Completed,99.4
1020,2,2023-09-04,,Dropped,0.0
1020,1,2023-03-06,2023-04-05,Completed,74.43
1021,8,2023-10-03,2023-11-02,Completed,90.38
1021,7,2023-08-17,2023-09-16,Completed,83.56
1021,5,2023-06-04,2023-07-04,Completed,88.16
1022,1,2023-08-22,2023-09-21,Completed,70.15
1023,7,2023-04-21,,In Progress,0.0
1023,10,2023-05-06,2023-06-05,Completed,74.53
1024,1,2023-10-11,2023-11-10,Completed,85.94
1025,9,2023-09-02,,In Progress,0.0
1025,5,2023-07-15,2023-08-14,Completed,87.02
1025,1,2023-09-26,2023-10-26,Completed,73.42
1025,4,2023-06-04,,In Progress,0.0
1026,5,2023-11-20,2023-12-20,Completed,58.14
1026,8,2023-06-22,,In Progress,0.0
1026,4,2023-02-14,,In Progress,0.0
1027,8,2023-09-19,,In Progress,0.0
1028,7,2023-11-24,,In Progress,0.0
1029,1,2023-03-03,,In Progress,0.0
1030,10,2023-05-04,2023-06-03,Completed,87.48
1030,6,2023-08-09,,In Progress,0.0
1030,2,2023-01-14,2023-02-13,Completed,68.13
1030,4,2023-10-19,2023-11-18,Completed,95.09
1031,9,2023-07-15,2023-08-14,Completed,92.31
1031,5,2023-03-11,,In Progress,0.0
1032,1,2023-12-19,2024-01-18,Completed,56.99
1032,10,2023-12-20,2024-01-19,Completed,76.16
1032,5,2023-10-22,2023-11-21,Completed,65.47
1033,1,2023-05-06,,In Progress,0.0
1033,6,2023-12-04,2024-01-03,Completed,71.29
1033,7,2023-01-27,2023-02-26,Completed,91.62
1033,9,2023-10-17,2023-11-16,Completed,62.65
1034,10,2023-07-16,,In Progress,0.0
1034,4,2023-02-15,2023-03-17,Completed,58.51
1034,8,2023-02-18,2023-03-20,Completed,82.64
1035,2,2023-11-22,2023-12-22,Completed,88.51
1035,5,2023-01-06,,In Progress,0.0
1035,10,2023-09-26,2023-10-26,Completed,60.14
1035,9,2023-04-23,2023-05-23,Completed,57.65
1036,3,2023-04-20,2023-05-20,Completed,57.55
1036,2,2023-12-23,,Dropped,0.0
1036,4,2023-05-08,2023-06-07,Completed,86.76
1036,1,2023-10-26,2023-11-25,Completed,76.91
1037,8,2023-03-10,2023-04-09,Completed,72.98
1038,9,2023-01-06,2023-02-05,Completed,66.79
1038,4,2023-07-01,2023-07-31,Completed,83.15
1039,5,2023-12-03,,In Progress,0.0
1039,6,2023-04-11,2023-05-11,Completed,62.56
1039,8,2023-11-26,2023-12-26,Completed,64.26
1039,10,2023-10-14,,In Progress,0.0
1040,4,2023-10-11,,In Progress,0.0
1040,10,2023-07-25,,In Progress,0.0
1040,3,2023-03-20,2023-04-19,Completed,69.63
1041,3,2023-12-12,,Dropped,0.0
1041,8,2023-10-02,2023-11-01,Completed,84.96
1041,4,2023-09-23,2023-10-23,Completed,61.47
1041,5,2023-05-27,2023-06-26,Completed,76.06
1042,9,2023-10-25,,In Progress,0.0
1042,7,2023-05-12,2023-06-11,Completed,61.75
1043,7,2023-06-15,2023-07-15,Completed,73.0
1043,1,2023-01-12,,In Progress,0.0
1043,6,2023-06-23,2023-07-23,Completed,89.15
1044,7,2023-09-09,,Dropped,0.0
1044,2,2023-10-05,2023-11-04,Completed,83.12
1045,2,2023-05-15,2023-06-14,Completed,67.08
1045,6,2023-03-01,2023-03-31,Completed,64.29
1045,9,2023-12-24,,In Progress,0.0
1046,4,2023-05-19,,Dropped,0.0
1047,2,2023-04-18,2023-05-18,Completed,63.87
1047,8,2023-09-24,2023-10-24,Completed,74.12
1047,5,2023-12-02,2024-01-01,Completed,70.17
1048,4,2023-09-23,2023-10-23,Completed,66.37
1048,3,2023-06-01,2023-07-01,Completed,94.03
1049,7,2023-12-09,2024-01-08,Completed,87.77
1049,6,2023-08-09,2023-09-08,Completed,99.31
1050,5,2023-04-20,,In Progress,0.0
1050,6,2023-08-24,2023-09-23,Completed,93.31
1050,4,2023-06-05,2023-07-05,Completed,61.86
1050,7,2023-12-23,2024-01-22,Completed,72.8
1051,6,2023-12-13,2024-01-12,Completed,60.09
1051,10,2023-12-15,2024-01-14,Completed,97.51
1051,9,2023-11-18,,In Progress,0.0
1052,3,2023-01-26,2023-02-25,Completed,73.08
1053,1,2023-06-12,2023-07-12,Completed,89.01
1053,4,2023-03-16,2023-04-15,Completed,90.66
1053,2,2023-07-19,,In Progress,0.0
1053,9,2023-11-13,2023-12-13,Completed,56.01
1054,6,2023-12-26,,Dropped,0.0
1054,8,2023-04-07,2023-05-07,Completed,71.74
1054,1,2023-06-19,2023-07-19,Completed,57.43
1054,10,2023-11-13,2023-12-13,Completed,94.29
1055,9,2023-04-22,2023-05-22,Completed,92.02
1055,7,2023-04-17,2023-05-17,Completed,73.35
1056,6,2023-12-14,2024-01-13,Completed,92.61
1056,1,2023-09-16,2023-10-16,Completed,81.87
1056,3,2023-07-04,2023-08-03,Completed,88.2
1057,7,2023-09-03,2023-10-03,Completed,97.35
1057,2,2023-11-08,2023-12-08,Completed,89.22
1057,8,2023-08-10,,In Progress,0.0
1058,10,2023-02-24,,In Progress,0.0
1058,8,2023-06-21,2023-07-21,Completed,86.53
1059,9,2023-09-23,2023-10-23,Completed,64.76
1059,3,2023-08-09,2023-09-08,Completed,57.38
1060,7,2023-06-18,2023-07-18,Completed,76.89
1061,9,2023-09-27,2023-10-27,Completed,59.9
1061,5,2023-06-08,2023-07-08,Completed,67.42
1061,3,2023-04-05,,In Progress,0.0
1061,6,2023-09-08,2023-10-08,Completed,88.14
1062,10,2023-01-12,2023-02-11,Completed,83.61
1062,5,2023-04-04,2023-05-04,Completed,59.58
1062,7,2023-10-15,2023-11-14,Completed,80.71
1062,1,2023-12-09,2024-01-08,Completed,78.7
1063,6,2023-01-20,,Dropped,0.0
1064,2,2023-10-19,2023-11-18,Completed,83.56
1064,7,2023-09-01,2023-10-01,Completed,66.92
1064,10,2023-11-11,2023-12-11,Completed,96.11
1064,6,2023-06-03,2023-07-03,Completed,95.44
1065,1,2023-11-16,2023-12-16,Completed,66.77
1065,8,2023-01-20,2023-02-19,Completed,71.41
1065,2,2023-12-20,,Dropped,0.0
1065,5,2023-06-26,,Dropped,0.0
1066,7,2023-12-25,,In Progress,0.0
1066,1,2023-07-12,2023-08-11,Completed,71.95
1066,3,2023-08-20,2023-09-19,Completed,73.26
1066,10,2023-09-27,,In Progress,0.0
1067,4,2023-09-16,,In Progress,0.0
1067,6,2023-06-02,,In Progress,0.0
1067,7,2023-05-14,2023-06-13,Completed,92.85
1068,10,2023-06-08,2023-07-08,Completed,76.81
1068,5,2023-08-12,,In Progress,0.0
1068,9,2023-01-15,2023-02-14,Completed,82.5
1068,4,2023-09-04,2023-10-04,Completed,89.5
1069,8,2023-06-14,,In Progress,0.0
1069,3,2023-02-05,2023-03-07,Completed,95.18
1069,2,2023-02-08,,Dropped,0.0
1069,7,2023-08-27,2023-09-26,Completed,62.0
1070,2,2023-10-27,2023-11-26,Completed,80.64
1071,6,2023-02-12,2023-03-14,Completed,70.07
1071,10,2023-12-10,,In Progress,0.0
1071,8,2023-04-04,2023-05-04,Completed,67.23
1071,9,2023-05-11,2023-06-10,Completed,92.58
1072,10,2023-06-14,2023-07-14,Completed,59.35
1072,6,2023-01-08,2023-02-07,Completed,80.73
1072,7,2023-08-14,,In Progress,0.0
1073,9,2023-10-07,,Dropped,0.0
1073,7,2023-11-17,2023-12-17,Completed,93.11
1073,10,2023-02-25,2023-03-27,Completed,58.76
1073,1,2023-04-27,,In Progress,0.0
1074,8,2023-09-03,,In Progress,0.0
1075,2,2023-10-16,2023-11-15,Completed,88.25
1075,8,2023-11-17,2023-12-17,Completed,55.99
1075,10,2023-05-22,2023-06-21,Completed,83.19
1075,7,2023-11-04,2023-12-04,Completed,74.23
1076,9,2023-07-10,2023-08-09,Completed,72.56
1076,10,2023-05-26,2023-06-25,Completed,61.45
1076,8,2023-05-05,2023-06-04,Completed,95.79
1077,1,2023-06-23,2023-07-23,Completed,91.0
1077,9,2023-09-22,2023-10-22,Completed,58.9
1077,8,2023-08-25,,In Progress,0.0
1077,7,2023-08-18,2023-09-17,Completed,80.08
1078,8,2023-09-25,2023-10-25,Completed,56.07
1078,10,2023-10-08,,Dropped,0.0
1078,9,2023-12-06,,In Progress,0.0
1079,3,2023-06-07,,In Progress,0.0
1079,4,2023-07-09,,In Progress,0.0
1079,10,2023-09-11,2023-10-11,Completed,96.22
1080,9,2023-03-26,2023-04-25,Completed,71.55
1081,9,2023-05-15,,In Progress,0.0
1081,8,2023-03-21,2023-04-20,Completed,61.24
1081,6,2023-03-19,2023-04-18,Completed,56.83
1081,4,2023-08-22,,In Progress,0.0
1082,7,2023-12-07,2024-01-06,Completed,89.07
1082,6,2023-05-11,,In Progress,0.0
1082,9,2023-08-01,2023-08-31,Completed,92.79
1083,3,2023-10-05,2023-11-04,Completed,61.77
1084,7,2023-10-15,2023-11-14,Completed,61.29
1084,5,2023-03-04,,In Progress,0.0
1084,3,2023-02-27,,In Progress,0.0
1085,2,2023-03-19,2023-04-18,Completed,75.78
1085,5,2023-04-10,2023-05-10,Completed,61.28
1085,8,2023-01-21,2023-02-20,Completed,98.93
1085,10,2023-12-23,2024-01-22,Completed,79.82
1086,8,2023-01-04,2023-02-03,Completed,75.75
1086,7,2023-07-08,2023-08-07,Completed,82.84
1087,6,2023-11-06,2023-12-06,Completed,72.89
1087,2,2023-07-25,2023-08-24,Completed,76.58
1088,10,2023-04-26,2023-05-26,Completed,89.39
1088,6,2023-06-02,2023-07-02,Completed,85.83
1088,7,2023-07-22,2023-08-21,Completed,61.24
1089,7,2023-07-16,,Dropped,0.0
1089,6,2023-12-23,2024-01-22,Completed,55.31
1089,9,2023-07-20,2023-08-19,Completed,64.47
1089,1,2023-06-09,2023-07-09,Completed,85.13
1090,8,2023-11-17,2023-12-17,Completed,96.18
1090,1,2023-01-26,2023-02-25,Completed,76.14
1091,6,2023-11-07,2023-12-07,Completed,75.26
1091,8,2023-09-23,2023-10-23,Completed,60.43
1091,2,2023-06-17,2023-07-17,Completed,70.96
1091,9,2023-01-25,,In Progress,0.0
1092,2,2023-06-01,2023-07-01,Completed,97.99
1092,8,2023-04-20,,In Progress,0.0
1092,7,2023-08-01,2023-08-31,Completed,59.21
1093,2,2023-11-15,2023-12-15,Completed,55.42
1093,10,2023-03-17,2023-04-16,Completed,94.4
1093,4,2023-07-06,2023-08-05,Completed,67.65
1093,1,2023-02-10,2023-03-12,Completed,79.22
1094,7,2023-05-14,,In Progress,0.0
1094,2,2023-04-03,2023-05-03,Completed,66.69
1094,1,2023-03-09,2023-04-08,Completed,74.29
1095,1,2023-07-19,,In Progress,0.0
1095,4,2023-10-02,2023-11-01,Completed,68.61
1096,6,2023-11-19,2023-12-19,Completed,72.32
1096,4,2023-01-05,2023-02-04,Completed,74.72
1096,7,2023-12-20,2024-01-19,Completed,74.15
1097,7,2023-08-08,2023-09-07,Completed,78.44
1097,2,2023-10-01,,In Progress,0.0
1098,8,2023-06-05,,In Progress,0.0
1099,6,2023-02-06,2023-03-08,Completed,77.78
1100,6,2023-12-16,,Dropped,0.0
1100,9,2023-01-16,2023-02-15,Completed,91.27
1100,2,2023-12-20,2024-01-19,Completed,55.42
1101,10,2023-12-15,2024-01-14,Completed,95.54
1102,5,2023-03-02,,Dropped,0.0
1102,10,2023-07-16,,In Progress,0.0
1103,7,2023-02-21,2023-03-23,Completed,88.63
1104,5,2023-09-20,2023-10-20,Completed,84.83
1105,6,2023-04-03,,Dropped,0.0
1105,10,2023-07-05,2023-08-04,Completed,93.3
1106,8,2023-07-08,,In Progress,0.0
1106,7,2023-04-20,2023-05-20,Completed,96.08
1107,1,2023-11-21,2023-12-21,Completed,68.14
1107,7,2023-02-02,,Dropped,0.0
1108,6,2023-11-09,,In Progress,0.0
1108,4,2023-01-11,2023-02-10,Completed,73.37
1108,8,2023-10-09,2023-11-08,Completed,64.28
1108,3,2023-10-24,2023-11-23,Completed,60.1
1109,2,2023-12-04,,In Progress,0.0
1109,10,2023-03-02,2023-04-01,Completed,63.81
1109,8,2023-07-03,2023-08-02,Completed,88.73
1110,10,2023-06-24,2023-07-24,Completed,57.28
1110,2,2023-11-10,2023-12-10,Completed,81.79
1110,3,2023-02-18,,Dropped,0.0
1111,7,2023-07-14,,In Progress,0.0
1111,4,2023-06-03,,In Progress,0.0
1111,2,2023-09-10,2023-10-10,Completed,88.97
1111,9,2023-04-27,2023-05-27,Completed,72.98
1112,4,2023-03-16,2023-04-15,Completed,78.05
1112,8,2023-04-17,2023-05-17,Completed,86.65
1113,9,2023-07-14,2023-08-13,Completed,63.98
1113,8,2023-07-25,2023-08-24,Completed,73.23
1113,5,2023-06-09,2023-07-09,Completed,73.93
1114,9,2023-07-05,2023-08-04,Completed,85.01
1115,2,2023-02-09,,In Progress,0.0
1115,7,2023-05-18,2023-06-17,Completed,60.43
1115,3,2023-03-21,,Dropped,0.0
1116,6,2023-06-17,2023-07-17,Completed,59.2
1117,4,2023-02-03,2023-03-05,Completed,66.22
1117,7,2023-04-22,2023-05-22,Completed,65.13
1117,3,2023-12-05,2024-01-04,Completed,58.09
1117,6,2023-06-25,2023-07-25,Completed,71.14
1118,1,2023-09-13,2023-10-13,Completed,94.27
1118,6,2023-01-09,2023-02-08,Completed,96.74
1118,5,2023-04-25,2023-05-25,Completed,57.03
1118,3,2023-10-04,2023-11-03,Completed,89.41
1119,7,2023-10-19,2023-11-18,Completed,95.82
1119,5,2023-05-07,,In Progress,0.0
1119,9,2023-07-07,2023-08-06,Completed,86.04
1120,8,2023-09-23,2023-10-23,Completed,79.76
1120,10,2023-05-19,2023-06-18,Completed,91.12
1120,9,2023-08-08,2023-09-07,Completed,96.9
1121,7,2023-06-03,2023-07-03,Completed,99.05
1121,1,2023-07-02,2023-08-01,Completed,57.62
1121,9,2023-03-08,,In Progress,0.0
