EmployeeID,JobInvolvement,PerformanceRating,ManagerRating,LeadershipScore,CommunicationScore
870,3,3,2,2.17,1.13
871,3,3,1,4.16,1.66
872,3,3,2,2.06,2.37
873,3,3,3,1.08,2.02
874,3,3,1,1.64,2.53
875,3,3,1,1.09,4.81
876,4,4,4,4.79,1.4
877,2,3,3,5.0,2.69
878,3,3,1,4.05,2.83
879,3,3,4,1.43,2.12
880,2,3,4,4.6,2.11
881,2,4,1,3.98,3.86
882,3,3,2,2.33,3.47
883,3,4,2,3.01,4.25
884,3,3,4,3.65,2.62
885,3,3,1,1.1,3.43
886,2,3,5,3.01,4.57
887,3,4,2,3.93,4.41
888,3,3,1,1.75,4.68
889,2,3,5,2.78,2.08
890,3,3,1,3.13,4.94
891,3,3,1,3.94,4.27
892,3,3,5,4.86,4.18
893,2,4,3,4.39,3.67
894,3,3,3,3.49,4.93
895,3,3,4,3.33,2.77
896,2,3,4,3.41,3.97
897,2,3,4,3.18,3.8
898,3,3,1,1.24,3.93
899,3,3,3,3.79,4.01
900,3,3,2,3.87,1.76
901,4,3,5,3.05,2.4
902,3,3,3,4.48,2.57
903,2,3,1,3.69,3.99
904,3,3,5,2.45,3.86
905,3,3,2,1.08,4.33
906,3,3,2,1.24,4.15
907,2,3,5,2.41,3.38
908,2,3,4,2.85,1.56
909,3,3,5,1.67,3.54
910,1,3,4,1.76,4.55
911,3,4,5,1.92,3.57
912,1,3,1,4.12,4.58
913,3,4,3,4.09,5.0
914,3,3,2,2.53,2.44
915,2,3,2,1.69,3.89
916,2,4,2,1.44,3.16
917,2,3,2,1.35,2.82
918,3,3,3,2.57,1.96
919,2,4,5,1.18,1.98
920,2,3,4,2.33,1.74
921,3,3,2,4.85,3.53
922,3,3,3,3.03,1.57
923,3,3,3,4.29,2.73
924,3,3,2,1.52,3.09
925,3,3,3,2.07,2.75
926,3,3,4,4.79,4.42
927,3,3,2,2.53,2.77
928,3,3,3,3.59,1.33
929,2,3,4,4.9,4.97
930,3,3,3,3.2,4.38
931,2,3,2,2.22,3.64
932,2,3,3,3.13,4.03
933,3,3,4,1.22,1.51
934,2,3,2,1.45,4.06
935,2,3,3,1.03,1.83
936,3,3,4,4.54,2.96
937,2,4,2,3.69,1.71
938,1,3,2,2.19,4.02
939,4,3,5,1.88,1.98
940,3,3,2,3.73,2.01
941,2,3,3,4.68,1.44
942,3,3,1,2.2,3.88
943,2,3,5,2.29,2.18
944,3,3,3,4.42,3.07
945,3,3,4,4.57,2.33
946,3,3,4,4.66,4.1
947,1,3,2,2.17,1.91
948,3,3,2,1.48,4.76
949,3,4,4,2.76,2.29
950,3,3,5,2.18,1.42
951,1,3,1,4.54,1.96
952,2,3,5,1.15,1.3
953,3,3,5,3.54,2.87
954,3,3,1,4.62,2.0
955,3,3,1,4.91,4.54
956,3,3,4,3.6,3.07
957,4,3,5,4.8,1.93
958,3,3,2,1.3,2.81
959,1,3,4,2.44,1.78
960,3,3,5,1.03,1.71
961,3,3,2,4.92,2.2
962,3,3,2,4.61,1.43
963,1,3,5,1.11,1.75
964,2,3,2,1.07,4.75
965,2,3,3,2.47,3.67
966,3,3,3,2.03,4.68
967,3,3,3,4.39,2.03
968,3,4,2,1.64,4.43
969,3,3,4,4.16,2.45
970,3,3,4,3.22,1.58
971,1,3,2,2.51,4.22
972,3,3,3,1.58,1.24
973,2,3,1,4.99,2.62
974,2,3,2,3.47,4.28
975,3,4,5,2.76,3.47
976,3,3,3,2.48,3.07
977,3,3,4,4.62,2.41
978,3,4,5,4.28,1.3
979,3,4,4,4.24,4.96
980,3,3,4,3.46,1.7
981,3,3,4,4.55,2.02
982,3,3,3,2.2,1.94
983,2,3,4,3.81,4.63
984,2,3,2,2.62,4.05
985,2,3,5,3.4,2.83
986,3,3,1,4.99,4.82
987,3,3,5,4.94,1.21
988,3,3,5,3.05,4.57
989,3,3,1,3.3,1.24
990,4,3,4,4.59,2.56
991,2,3,5,4.94,1.22
992,3,3,3,4.11,5.0
993,3,4,2,1.26,4.66
994,3,3,5,2.29,3.34
995,2,3,3,4.59,1.87
996,3,3,1,4.07,2.11
997,3,3,2,3.97,2.8
998,1,3,4,3.67,2.29
999,3,3,3,2.66,1.09
1000,3,3,2,2.61,3.63
1001,3,3,4,4.24,3.45
1002,3,3,1,2.18,4.62
1003,3,3,2,3.74,2.91
1004,2,3,3,3.9,2.38
1005,3,3,1,4.38,3.05
1006,3,3,2,2.28,1.78
1007,3,4,5,3.97,3.5
1008,3,3,5,1.43,4.08
1009,3,3,5,1.55,1.61
1010,2,4,2,2.67,2.27
1011,4,3,1,1.22,4.47
1012,3,3,5,4.79,3.02
1013,3,3,2,4.61,3.13
1014,4,3,4,1.2,3.89
1015,2,3,1,4.35,3.31
1016,3,3,4,3.04,1.28
1017,2,3,3,3.81,4.22
1018,3,3,5,4.55,4.69
1019,2,3,1,3.31,1.21
1020,4,3,3,1.47,1.48
1021,2,3,5,1.01,3.81
1022,4,3,2,2.99,3.42
1023,3,3,4,4.8,2.53
1024,3,4,1,3.29,3.16
1025,3,3,4,2.49,3.81
1026,3,3,2,1.12,3.02
1027,2,3,3,4.66,1.56
1028,3,3,5,2.31,1.36
1029,3,3,4,3.82,2.76
1030,3,3,3,3.78,4.69
1031,3,3,1,2.02,3.23
1032,3,3,2,1.26,2.43
1033,4,4,5,2.54,4.63
1034,3,3,2,2.27,2.55
1035,2,3,4,3.8,3.04
1036,3,3,3,4.28,1.47
1037,1,3,2,1.89,3.95
1038,2,3,4,3.11,3.8
1039,3,3,2,1.16,4.18
1040,2,3,2,1.86,2.3
1041,3,3,3,4.05,2.74
1042,3,3,4,4.17,1.67
1043,2,3,5,4.11,4.86
1044,3,3,4,1.57,1.34
1045,2,3,4,3.2,3.6
1046,3,3,4,2.69,3.82
1047,3,3,2,4.97,1.63
1048,2,3,2,3.62,2.46
1049,3,3,3,4.74,1.17
1050,3,3,4,1.58,3.23
1051,1,3,4,2.8,4.98
1052,2,3,1,4.09,2.72
1053,3,3,4,2.47,4.96
1054,3,4,2,3.53,1.5
1055,3,3,5,3.05,2.57
1056,2,3,4,4.97,4.61
1057,2,3,5,1.7,4.51
1058,3,3,4,4.74,2.29
1059,3,4,3,2.61,3.71
1060,3,3,1,2.87,4.54
1061,3,3,2,3.11,4.07
1062,3,3,5,2.06,3.51
1063,3,3,2,4.85,1.61
1064,2,3,1,4.65,1.29
1065,3,4,2,4.89,3.46
1066,2,3,3,4.99,3.0
1067,3,3,4,3.68,1.95
1068,3,3,5,2.81,2.17
1069,3,3,5,4.4,2.57
1070,3,3,3,1.1,2.98
1071,4,3,3,4.34,2.56
1072,3,4,5,2.99,2.55
1073,2,3,1,3.69,1.46
1074,2,3,3,2.5,4.46
1075,2,3,3,2.47,3.44
1076,4,4,4,1.13,1.58
1077,3,4,5,2.7,2.7
1078,3,3,4,2.63,2.67
1079,3,3,4,1.9,3.4
1080,4,3,4,1.99,3.44
1081,3,3,3,3.34,3.58
1082,3,3,2,2.27,3.79
1083,2,3,2,4.32,1.41
1084,3,3,4,1.45,2.22
1085,3,3,4,3.31,1.07
1086,2,3,2,1.64,2.82
1087,4,3,5,3.11,2.72
1088,2,4,5,3.21,3.94
1089,2,3,4,3.57,1.67
1090,1,3,2,2.71,3.53
1091,3,3,5,3.04,2.23
1092,2,3,2,1.72,2.53
1093,2,4,3,2.85,3.88
1094,4,3,5,2.49,1.29
1095,3,3,3,3.66,2.37
1096,3,3,2,2.74,2.57
1097,3,4,1,4.12,3.86
1098,3,3,2,2.7,1.8
1099,3,3,4,1.94,4.79
1100,3,3,4,2.09,4.99
1101,2,4,2,1.18,4.28
1102,3,3,1,3.16,2.2
1103,4,4,4,4.32,3.66
1104,4,3,1,4.08,1.33
1105,3,3,1,2.75,4.49
1106,3,3,3,1.78,3.06
1107,3,3,3,4.45,1.71
1108,3,3,2,1.23,2.31
1109,3,3,2,2.6,4.2
1110,3,3,2,4.43,4.48
1111,3,3,2,2.57,3.08
1112,3,3,1,1.47,2.92
1113,3,3,1,2.06,4.0
1114,3,3,2,3.4,4.3
1115,3,3,1,1.61,4.06
1116,3,3,2,3.62,2.54
1117,3,4,3,2.75,3.57
1118,3,3,1,2.34,4.43
1119,3,4,4,1.96,1.61
1120,2,3,4,4.29,2.55
1121,3,3,3,2.59,1.23
1122,3,3,4,3.95,2.64
1123,3,3,5,2.76,4.09
1124,3,3,1,1.37,1.79
1125,4,3,1,2.76,3.17
1126,1,3,2,3.03,1.15
1127,3,3,4,2.83,4.59
1128,2,3,5,4.26,4.28
1129,4,3,5,4.64,3.1
1130,4,4,3,4.15,3.82
1131,4,3,3,3.33,1.42
1132,3,3,3,3.17,4.38
1133,2,3,1,3.58,3.86
1134,2,3,3,2.15,1.48
1135,1,3,3,4.25,4.92
1136,3,3,2,4.43,1.09
1137,2,3,4,2.07,3.51
1138,3,3,5,4.61,1.69
1139,3,3,2,4.39,3.88
1140,3,3,5,2.7,1.28
1141,3,3,1,4.64,1.32
1142,3,3,5,1.48,2.87
1143,2,3,4,1.11,4.98
1144,2,3,2,2.39,2.11
1145,3,3,4,3.26,3.45
1146,2,3,2,2.41,3.07
1147,3,3,4,4.77,4.37
1148,3,3,1,2.02,2.15
1149,4,3,2,2.12,3.22
1150,1,3,2,3.54,4.8
1151,3,3,1,1.02,2.33
1152,2,4,2,3.91,2.76
1153,2,3,4,2.51,4.56
1154,3,3,4,4.91,2.33
1155,2,3,3,3.77,2.52
1156,3,3,1,1.21,2.22
1157,2,3,2,1.37,4.24
1158,3,3,5,1.35,4.72
1159,3,3,2,4.81,3.52
1160,3,3,1,3.74,3.49
1161,3,3,3,2.71,2.56
1162,1,3,1,1.8,1.05
1163,1,3,2,4.49,1.7
1164,2,3,5,1.81,1.59
1165,2,3,2,3.83,1.46
1166,3,3,4,4.05,3.62
1167,3,4,3,2.18,1.55
1168,2,3,2,3.02,1.34
1169,3,3,4,1.89,2.53
1170,2,3,3,2.52,2.0
1171,3,3,2,4.86,1.58
1172,3,3,2,3.77,1.58
1173,2,3,5,4.39,2.02
1174,3,3,1,3.16,3.15
1175,3,3,5,1.96,4.03
1176,3,4,3,3.85,4.41
1177,3,3,5,3.0,4.01
1178,3,3,2,1.71,3.51
1179,3,3,3,2.65,4.63
1180,4,3,4,3.54,3.08
1181,3,3,2,3.94,3.53
1182,3,3,2,1.97,2.65
1183,2,3,3,4.5,2.31
1184,2,4,4,2.52,2.33
1185,3,4,2,2.08,1.59
1186,2,4,4,1.78,4.19
1187,3,4,4,4.22,1.22
1188,4,3,1,2.42,3.7
1189,3,3,5,2.93,4.46
1190,3,3,1,1.89,2.99
1191,3,3,4,3.74,1.28
1192,3,3,3,4.12,2.71
1193,3,3,4,2.36,2.37
1194,2,4,4,4.78,4.94
1195,2,3,4,1.12,3.77
1196,2,3,4,1.53,3.89
1197,4,3,5,3.36,3.06
1198,3,3,4,3.81,3.84
1199,2,4,5,2.0,3.89
1200,3,3,3,3.22,1.27
1201,3,3,2,2.27,1.89
1202,2,3,2,3.22,1.05
1203,3,3,4,3.64,3.04
1204,3,3,3,4.89,4.5
1205,4,3,1,2.82,3.44
1206,3,3,2,3.59,3.0
1207,3,4,5,3.31,4.7
1208,3,3,4,2.27,1.69
1209,3,3,4,2.01,1.3
1210,3,4,1,4.95,4.67
1211,2,3,1,1.83,4.61
1212,3,3,2,4.16,3.73
1213,3,3,5,1.59,1.98
1214,3,4,3,4.22,4.88
1215,3,3,4,1.74,4.06
1216,3,3,3,4.87,3.7
1217,2,3,3,3.74,1.89
1218,2,3,4,1.36,3.05
1219,3,3,5,3.77,4.29
1220,3,3,3,3.41,4.44
1221,3,3,3,2.35,3.25
1222,3,4,5,2.04,3.09
1223,3,3,2,3.88,3.79
1224,2,3,5,3.97,3.11
1225,3,3,3,2.31,2.67
1226,2,3,5,4.5,1.34
1227,3,3,3,2.08,1.5
1228,4,3,4,1.28,4.04
1229,3,3,2,3.4,1.1
1230,4,3,4,1.43,1.21
1231,3,3,2,2.11,4.62
1232,3,3,4,3.03,3.82
1233,2,3,4,2.15,1.02
1234,3,3,3,1.86,2.25
1235,3,3,3,3.81,4.05
1236,3,3,2,3.19,2.67
1237,1,3,4,4.36,2.88
1238,3,3,3,3.32,2.84
1239,3,3,3,2.93,1.81
1240,2,4,1,2.05,3.89
1241,3,3,1,4.17,1.41
1242,1,3,1,1.79,3.03
1243,3,3,5,1.97,1.68
1244,3,4,5,4.37,1.19
1245,3,3,1,3.96,1.57
1246,3,3,1,3.45,4.48
1247,2,3,4,1.16,1.7
1248,2,3,3,1.51,2.11
1249,2,3,2,3.0,1.55
1250,3,3,4,3.99,3.94
1251,2,3,2,2.86,2.78
1252,2,3,1,1.07,4.77
1253,3,3,2,1.74,3.66
1254,2,3,5,3.36,3.13
1255,3,3,4,3.78,3.63
1256,3,4,1,1.13,1.16
1257,1,3,3,1.17,4.8
1258,3,3,5,2.05,4.83
1259,2,3,5,1.33,2.1
1260,2,3,4,3.17,3.51
1261,3,3,1,1.49,1.81
1262,3,3,2,3.59,3.19
1263,1,3,2,4.11,4.08
1264,3,4,1,4.88,4.76
1265,3,3,1,4.79,2.36
1266,3,3,2,2.09,3.77
1267,3,4,3,1.12,3.87
1268,3,3,2,2.32,1.88
1269,3,4,3,3.83,3.52
1270,2,3,2,1.24,3.62
1271,3,3,1,2.44,4.06
1272,3,3,5,2.19,5.0
1273,3,3,3,1.88,1.16
1274,3,3,2,3.82,1.81
1275,3,3,5,3.64,1.58
1276,3,3,5,3.14,1.62
1277,3,3,5,4.64,2.82
1278,3,3,1,1.41,4.51
1279,3,3,4,1.6,2.79
1280,3,3,5,2.53,3.67
1281,3,3,5,3.62,2.51
1282,4,3,2,3.34,2.28
1283,2,3,5,1.3,4.34
1284,3,3,3,4.83,3.62
1285,1,4,3,2.22,2.4
1286,2,3,3,2.44,4.66
1287,3,3,4,3.49,2.99
1288,3,3,1,4.78,1.75
1289,4,3,3,3.65,2.93
1290,1,3,5,4.82,3.7
1291,3,3,3,1.75,2.47
1292,3,3,2,3.48,4.38
1293,3,3,1,4.32,3.13
1294,3,3,3,3.04,2.87
1295,3,3,4,2.45,4.43
1296,4,3,3,4.94,2.85
1297,3,3,5,1.56,2.66
1298,3,3,4,2.64,1.41
1299,3,4,3,4.49,2.45
1300,2,3,1,4.6,2.59
1301,4,4,3,4.92,1.72
1302,3,4,1,4.54,3.35
1303,2,3,4,1.2,1.58
1304,3,3,1,4.72,1.89
1305,3,3,5,2.71,3.24
1306,3,3,2,3.61,2.08
1307,2,3,3,2.58,3.56
1308,2,4,1,4.25,3.76
1309,3,4,2,3.3,2.21
1310,2,3,5,4.38,1.35
1311,4,3,2,1.78,2.96
1312,2,3,3,1.74,1.37
1313,3,3,5,2.76,3.06
1314,2,3,4,1.02,3.9
1315,3,4,1,3.77,3.48
1316,2,4,2,2.18,2.79
1317,3,4,2,3.23,4.78
1318,3,3,2,1.28,1.41
1319,2,3,2,1.68,4.52
1320,2,3,3,3.49,4.2
1321,3,4,2,2.22,2.68
1322,3,3,2,1.86,1.61
1323,3,3,3,1.92,1.62
1324,3,3,2,1.86,4.69
1325,3,3,2,3.49,1.93
1326,3,3,3,1.67,4.5
1327,3,3,5,2.45,3.01
1328,3,3,3,3.75,2.85
1329,3,4,3,3.05,3.48
1330,3,3,5,3.39,1.86
1331,3,3,4,2.0,2.71
1332,3,3,2,4.73,4.75
1333,3,4,2,2.66,1.95
1334,3,4,3,2.15,4.69
1335,1,3,3,4.62,4.98
1336,3,3,1,3.62,1.21
1337,3,4,1,3.46,3.13
1338,2,3,2,4.55,1.69
1339,2,3,5,1.23,3.49
1340,3,4,4,4.35,4.96
1341,3,3,5,3.71,4.59
1342,2,3,1,2.44,4.7
1343,4,3,3,2.03,1.85
1344,4,3,3,1.42,3.17
1345,2,4,3,4.76,1.94
1346,1,3,3,1.57,4.6
1347,4,3,2,2.04,1.76
1348,4,4,1,3.76,1.62
1349,4,3,5,3.84,1.05
1350,4,3,5,1.64,1.73
1351,2,3,1,4.26,1.76
1352,3,3,3,3.04,1.31
1353,2,3,3,4.39,4.47
1354,3,4,4,1.35,4.12
1355,3,3,5,1.17,2.02
1356,4,3,3,3.55,4.13
1357,3,4,4,1.6,2.69
1358,3,3,5,3.1,4.1
1359,3,3,5,1.06,2.29
1360,2,3,2,4.12,3.26
1361,4,3,5,4.6,2.53
1362,2,3,3,4.36,1.75
1363,3,3,1,4.83,3.34
1364,3,3,4,4.61,4.0
1365,2,3,5,2.78,4.01
1366,3,3,2,2.59,2.43
1367,1,3,3,4.58,3.07
1368,4,3,2,4.71,4.06
1369,3,3,1,4.89,1.22
1370,1,3,5,4.07,1.29
1371,3,3,1,1.81,2.5
1372,3,3,3,4.78,1.89
1373,3,4,1,4.79,2.5
1374,4,3,4,3.66,1.38
1375,2,3,5,4.43,3.37
1376,3,3,4,3.24,3.69
1377,3,3,4,4.78,4.17
1378,4,3,5,1.38,3.6
1379,3,3,5,4.46,2.59
1380,2,3,5,1.22,4.74
1381,2,3,2,2.36,3.91
1382,3,3,3,1.54,3.11
1383,3,3,5,2.92,1.83
1384,3,4,2,1.93,3.6
1385,3,4,4,4.81,3.37
1386,3,3,1,3.24,3.73
1387,3,3,5,4.59,4.12
1388,2,3,4,2.11,4.66
1389,3,3,4,1.1,4.8
1390,3,4,5,4.1,3.52
1391,1,3,2,3.81,4.86
1392,4,3,3,3.18,4.65
1393,4,3,5,4.26,1.01
1394,3,3,1,4.36,3.55
1395,3,4,5,3.35,1.71
1396,2,3,2,4.86,2.18
1397,3,3,3,3.88,2.19
1398,1,3,3,3.71,2.93
1399,3,4,4,2.45,1.04
1400,2,3,5,1.01,1.94
1401,4,3,2,1.96,1.12
1402,3,3,1,4.06,3.6
1403,3,3,3,3.84,4.56
1404,3,3,4,2.32,4.99
1405,4,3,4,3.5,2.79
1406,2,4,4,1.78,2.04
1407,3,3,2,2.05,4.41
1408,1,3,5,4.79,1.45
1409,4,3,1,2.65,4.9
1410,3,3,1,1.98,3.86
1411,3,3,1,2.95,3.02
1412,4,3,5,2.55,1.39
1413,2,3,1,3.92,1.07
1414,3,3,4,4.85,3.18
1415,3,4,5,3.37,2.66
1416,2,3,4,3.36,4.37
1417,3,3,5,2.46,3.57
1418,3,3,1,3.26,2.73
1419,3,3,3,2.28,1.9
1420,3,3,3,1.0,2.92
1421,4,4,4,4.46,1.65
1422,3,3,4,2.72,3.67
1423,4,3,3,2.97,3.42
1424,2,3,2,1.33,4.24
1425,3,3,1,4.35,2.8
1426,3,3,3,1.68,2.11
1427,2,3,2,2.64,4.35
1428,2,3,3,4.36,3.76
1429,2,3,4,2.83,3.83
1430,2,3,3,4.72,3.11
1431,3,3,3,1.84,4.5
1432,2,3,1,3.86,1.91
1433,2,4,4,4.91,2.61
1434,3,4,3,3.2,4.18
1435,3,3,1,3.77,1.53
1436,3,3,2,2.57,4.23
1437,2,3,4,4.01,2.41
1438,3,3,5,4.64,1.5
1439,3,3,3,3.81,1.32
1440,3,3,5,4.74,4.37
1441,2,3,1,3.35,4.11
1442,3,4,2,3.31,2.15
1443,3,3,5,2.22,1.47
1444,3,3,1,3.84,1.99
1445,4,3,4,4.53,1.85
1446,4,4,2,3.59,3.93
1447,2,4,2,1.93,1.86
1448,3,4,3,3.18,1.86
1449,3,3,2,4.02,1.13
1450,2,3,5,4.76,3.39
1451,2,3,5,1.63,3.76
1452,3,3,3,1.51,3.61
1453,4,3,3,2.65,3.27
1454,2,3,1,1.5,4.86
1455,2,3,2,4.92,2.89
1456,2,3,1,2.7,4.44
1457,2,3,5,3.13,3.58
1458,4,3,2,1.91,1.34
1459,3,3,2,2.8,4.24
1460,2,3,5,4.94,3.34
1461,3,3,4,2.95,3.61
1462,2,3,4,1.04,1.72
1463,3,3,1,1.97,2.75
1464,3,3,3,4.91,4.52
1465,2,3,3,4.96,1.86
1466,3,3,2,1.84,1.0
1467,2,3,4,3.46,2.03
1468,3,4,5,1.31,2.95
1469,2,3,2,3.31,4.29
1470,4,3,2,1.5,3.57
1471,3,3,2,4.27,4.68
1472,2,4,5,4.76,2.82
1473,3,3,1,1.69,2.56
1474,2,3,5,2.85,1.93
1475,3,3,4,1.41,1.87
1476,3,3,3,2.36,3.94
1477,3,4,3,1.26,1.32
1478,3,4,5,2.06,1.97
1479,3,4,4,4.96,4.54
1480,3,3,2,1.18,3.31
1481,2,3,1,4.44,1.19
1482,3,3,4,1.31,3.82
1483,3,3,1,3.12,3.03
1484,2,3,1,2.81,4.42
1485,3,3,5,4.73,3.73
1486,3,3,3,1.8,1.02
1487,2,3,4,1.72,1.82
1488,3,3,2,3.99,2.03
1489,2,3,1,3.9,3.81
1490,3,3,1,3.8,3.04
1491,3,3,2,1.1,3.99
1492,2,4,1,2.04,3.05
1493,3,3,3,4.36,2.31
1494,1,3,2,3.4,1.41
1495,3,3,3,3.41,1.81
1496,3,3,3,2.18,2.6
1497,3,4,2,2.04,3.21
1498,3,3,3,4.79,4.75
1499,2,3,1,3.91,1.96
1500,2,3,2,1.51,3.66
1501,2,3,5,4.75,1.61
1502,2,3,5,3.33,3.86
1503,3,3,3,2.33,1.05
1504,3,3,5,2.59,3.62
1505,3,3,3,3.9,1.65
1506,3,3,1,2.51,1.72
1507,3,3,5,3.31,3.24
1508,3,3,3,3.84,2.5
1509,2,3,4,1.78,2.89
1510,2,3,4,4.78,2.24
1511,2,3,2,2.42,4.81
1512,2,3,4,2.68,2.16
1513,3,3,3,3.79,3.17
1514,3,3,2,3.44,4.42
1515,2,4,2,2.76,3.66
1516,3,3,4,3.6,2.29
1517,3,4,2,4.61,3.21
1518,3,4,1,4.2,1.33
1519,3,4,5,4.3,3.18
1520,2,3,2,2.03,2.73
1521,2,3,4,2.68,4.03
1522,2,3,4,3.22,4.39
1523,3,4,5,1.18,1.8
1524,3,3,4,4.08,1.33
1525,3,3,4,2.29,2.56
1526,3,3,5,2.13,3.14
1527,3,4,5,2.04,2.51
1528,3,3,1,2.13,3.51
1529,3,4,4,2.35,3.02
1530,3,3,1,3.42,4.75
1531,3,4,5,3.33,2.64
1532,4,3,1,2.02,1.33
1533,4,3,2,1.83,2.21
1534,4,3,1,4.31,3.42
1535,3,3,4,1.37,2.02
1536,2,3,1,3.05,2.08
1537,3,3,1,3.08,2.36
1538,2,3,3,3.3,3.98
1539,3,3,5,4.54,4.76
1540,3,3,3,3.5,2.4
1541,3,3,3,4.89,1.78
1542,4,4,4,4.49,2.68
1543,3,3,3,1.86,2.41
1544,3,3,2,1.96,4.96
1545,3,3,3,2.38,2.86
1546,3,4,1,2.57,3.72
1547,3,3,2,3.21,4.66
1548,3,3,4,1.93,3.52
1549,3,3,2,1.89,2.0
1550,3,4,1,2.53,3.43
1551,2,3,1,3.69,2.61
1552,2,3,5,3.75,2.69
1553,3,3,2,4.9,4.92
1554,3,3,1,1.81,2.11
1555,3,3,4,2.57,2.88
1556,3,3,3,4.86,1.64
1557,4,3,3,3.76,1.71
1558,2,4,5,3.37,3.41
1559,3,3,2,3.16,4.0
1560,4,3,3,1.3,3.55
1561,1,4,4,4.57,2.32
1562,2,4,4,3.5,1.24
1563,2,3,2,3.29,2.88
1564,3,3,4,3.16,3.02
1565,2,3,4,2.57,4.08
1566,3,3,1,2.02,3.56
1567,3,4,1,4.02,4.49
1568,3,3,4,3.04,4.13
1569,3,3,1,1.14,2.46
1570,2,3,5,2.6,3.53
1571,1,4,1,4.71,3.99
1572,3,3,5,2.5,4.83
1573,1,3,4,2.65,2.69
1574,3,3,3,3.5,3.59
1575,1,3,2,4.21,2.57
1576,1,4,2,3.67,3.95
1577,4,3,4,4.4,4.65
1578,3,3,4,1.46,4.68
1579,4,3,2,4.7,1.63
1580,3,3,3,4.62,1.82
1581,2,4,5,3.08,4.02
1582,3,4,2,3.5,3.52
1583,3,3,4,1.85,4.62
1584,4,3,1,2.79,2.26
1585,3,3,5,1.81,4.39
1586,3,3,1,1.09,3.74
1587,2,3,2,4.92,1.78
1588,3,3,3,2.04,1.51
1589,3,4,2,3.37,3.81
1590,3,3,1,2.2,1.63
1591,3,4,4,2.48,4.18
1592,3,3,1,2.59,3.23
1593,3,3,5,2.34,2.91
1594,3,3,1,3.55,2.1
1595,3,3,2,4.84,4.94
1596,2,3,5,2.71,3.89
1597,3,3,1,4.89,4.11
1598,2,3,1,3.67,4.07
1599,3,3,4,3.43,3.34
1600,2,3,1,1.95,4.76
1601,2,3,5,1.25,3.34
1602,2,3,3,4.41,3.08
1603,3,3,5,3.3,2.09
1604,2,3,2,2.66,2.13
1605,2,4,1,4.25,3.95
1606,3,4,5,2.24,2.34
1607,2,3,4,4.13,3.91
1608,2,3,5,2.31,4.81
1609,3,3,2,4.68,2.76
1610,4,3,3,2.07,1.39
1611,2,4,3,1.55,3.67
1612,3,3,3,3.79,1.04
1613,1,4,2,1.65,4.15
1614,3,3,2,4.8,3.1
1615,3,3,4,3.62,2.96
1616,2,3,1,1.92,3.28
1617,2,3,2,1.84,3.07
1618,3,3,2,4.7,2.3
1619,2,4,1,3.43,2.13
1620,3,3,1,4.57,2.66
1621,3,3,3,1.44,4.58
1622,2,3,1,4.7,1.54
1623,3,4,2,3.08,2.3
1624,3,3,3,3.67,1.77
1625,2,3,5,2.49,2.71
1626,3,3,1,1.24,1.53
1627,2,3,3,4.83,4.04
1628,3,4,1,4.98,1.41
1629,3,3,3,2.46,3.66
1630,2,3,3,4.78,2.07
1631,4,4,4,1.67,2.89
1632,2,3,3,1.62,1.8
1633,3,3,5,1.29,3.92
1634,2,3,1,2.57,4.79
1635,3,3,1,1.21,1.89
1636,3,3,1,2.58,4.81
1637,3,3,2,1.55,2.3
1638,3,3,1,3.92,3.23
1639,3,4,1,4.33,3.81
1640,3,4,2,3.75,1.8
1641,2,3,5,1.8,2.78
1642,2,4,5,4.07,1.27
1643,3,3,1,2.0,3.79
1644,3,3,5,4.04,2.67
1645,4,3,2,3.27,4.57
1646,2,3,3,2.47,2.1
1647,3,3,2,1.33,4.69
1648,2,4,3,4.31,1.56
1649,3,4,4,4.76,3.43
1650,3,3,4,3.66,2.23
1651,1,4,3,4.86,1.73
1652,2,3,4,4.74,1.38
1653,4,4,4,1.78,3.62
1654,2,3,1,3.92,1.93
1655,3,3,2,2.4,3.29
1656,3,3,1,2.95,4.92
1657,3,3,4,1.63,2.26
1658,3,3,3,4.9,1.14
1659,2,3,4,3.9,1.57
1660,2,3,3,2.07,1.48
1661,3,3,2,2.49,2.85
1662,3,3,1,2.69,3.98
1663,2,3,5,3.99,2.19
1664,3,3,2,4.7,1.58
1665,3,4,1,2.29,3.56
1666,3,3,2,2.89,2.2
1667,2,3,5,3.37,3.3
1668,3,3,2,2.57,4.74
1669,3,3,5,3.02,2.17
1670,4,3,3,1.42,3.05
1671,2,3,5,1.67,4.23
1672,2,3,4,2.6,3.77
1673,2,3,1,4.66,4.01
1674,2,3,3,2.4,4.09
1675,2,3,3,2.0,3.16
1676,1,4,2,3.97,3.14
1677,3,3,3,4.8,3.88
1678,3,3,1,2.84,3.79
1679,3,3,4,1.03,3.68
1680,3,3,5,3.75,2.53
1681,3,3,1,2.66,4.31
1682,2,4,3,3.69,1.94
1683,2,3,4,2.11,1.62
1684,3,3,1,1.01,2.38
1685,3,3,2,2.38,2.02
1686,1,3,2,3.82,3.65
1687,2,3,1,2.57,1.92
1688,3,3,5,1.88,3.63
1689,1,3,3,2.86,3.05
1690,3,3,4,4.01,1.61
1691,2,3,3,1.48,2.03
1692,3,4,5,3.77,3.09
1693,3,3,5,3.67,3.93
1694,3,3,4,2.48,2.59
1695,2,3,2,4.88,1.93
1696,3,3,3,4.58,2.18
1697,3,3,5,2.26,1.38
